transaction_id,timestamp,sender_account,receiver_account,amount,device_id
3a3374fd,2025-01-01 02:21:00,ACC_00412,ACC_01992,403.18,DEV_748
74a54f48,2025-01-01 02:27:00,ACC_00761,ACC_00565,441.41,DEV_742
b661cf60,2025-01-01 02:27:00,ACC_00637,ACC_01957,496.69,DEV_118
d5380c89,2025-01-01 02:31:00,ACC_00580,ACC_00751,501.59,DEV_486
221ba7e6,2025-01-01 02:33:00,ACC_01106,ACC_00474,1439.0,DEV_550
14096b20,2025-01-01 02:45:00,ACC_01777,ACC_01004,1138.11,DEV_247
251bd1b6,2025-01-01 02:45:00,ACC_01369,ACC_00966,333.91,DEV_800
f2fc19a5,2025-01-01 02:51:00,ACC_00144,ACC_01585,88.93,DEV_773
2072f745,2025-01-01 03:01:00,ACC_00258,ACC_00490,317.74,DEV_370
69acccae,2025-01-01 03:02:00,ACC_01659,ACC_01950,261.09,DEV_569
d4865ccd,2025-01-01 03:04:00,ACC_01703,ACC_01891,459.77,DEV_644
6b9f4ea5,2025-01-01 03:05:00,ACC_01543,ACC_01242,616.57,DEV_76
63ee01d7,2025-01-01 03:12:00,ACC_01722,ACC_00454,505.48,DEV_239
7a69f88b,2025-01-01 03:13:00,ACC_00907,ACC_01104,948.86,DEV_434
3d23a6e8,2025-01-01 03:17:00,ACC_00832,ACC_01638,687.61,DEV_64
430aa5d5,2025-01-01 03:22:00,ACC_00101,ACC_00831,132.66,DEV_593
336b6c7e,2025-01-01 03:24:00,ACC_00043,ACC_01865,557.26,DEV_357
e440ff87,2025-01-01 03:30:00,ACC_01638,ACC_01326,369.52,DEV_791
30011067,2025-01-01 03:37:00,ACC_00927,ACC_01029,422.53,DEV_121
3bb91e91,2025-01-01 03:45:00,ACC_00867,ACC_01207,191.86,DEV_440
3e798cf7,2025-01-01 03:46:00,ACC_01909,ACC_00110,140.82,DEV_279
577b517e,2025-01-01 03:55:00,ACC_00427,ACC_01636,583.93,DEV_549
bfe2f525,2025-01-01 04:00:00,ACC_01900,ACC_00175,447.51,DEV_343
4ef89ae8,2025-01-01 04:02:00,ACC_00241,ACC_00071,727.75,DEV_512
ca080d87,2025-01-01 04:04:00,ACC_00231,ACC_00218,308.22,DEV_770
33fd34af,2025-01-01 04:05:00,ACC_01695,ACC_00888,447.03,DEV_267
ed963f3b,2025-01-01 04:06:00,ACC_00364,ACC_01678,84.39,DEV_570
54cd6142,2025-01-01 04:21:00,ACC_01617,ACC_01765,2032.33,DEV_193
4a749754,2025-01-01 04:22:00,ACC_00717,ACC_01738,1146.78,DEV_21
502b3fbd,2025-01-01 04:39:00,ACC_01819,ACC_00283,210.95,DEV_341
efddfd5a,2025-01-01 04:41:00,ACC_00266,ACC_00476,175.23,DEV_671
2ba97240,2025-01-01 04:51:00,ACC_01160,ACC_00057,350.14,DEV_186
6b703cc4,2025-01-01 04:55:00,ACC_00995,ACC_01057,791.29,DEV_750
0f741dc7,2025-01-01 04:57:00,ACC_01221,ACC_00591,201.86,DEV_401
8080bbb4,2025-01-01 05:10:00,ACC_00633,ACC_00928,62.15,DEV_120
73625b04,2025-01-01 05:13:00,ACC_01261,ACC_00706,965.05,DEV_497
153dcd9a,2025-01-01 05:27:00,ACC_00894,ACC_01990,225.16,DEV_711
ce64f99b,2025-01-01 05:36:00,ACC_00166,ACC_00582,333.26,DEV_243
b9c26537,2025-01-01 05:57:00,ACC_00993,ACC_00409,448.66,DEV_772
be026623,2025-01-01 06:03:00,ACC_01623,ACC_00615,1169.09,DEV_210
75d7df16,2025-01-01 06:08:00,ACC_00176,ACC_00238,620.28,DEV_562
dfde6b4e,2025-01-01 06:20:00,ACC_01770,ACC_01479,1451.48,DEV_621
8a5fcdc1,2025-01-01 06:28:00,ACC_01339,ACC_00766,303.03,DEV_794
8c3225cb,2025-01-01 06:35:00,ACC_01495,ACC_00893,355.78,DEV_371
ecb3c0bb,2025-01-01 06:40:00,ACC_01241,ACC_00927,1590.31,DEV_256
fbda4147,2025-01-01 06:40:00,ACC_00534,ACC_00635,899.74,DEV_67
3ff50431,2025-01-01 06:45:00,ACC_01347,ACC_00366,805.17,DEV_884
ddaf79bd,2025-01-01 06:48:00,ACC_00029,ACC_00525,221.42,DEV_224
8f4c9efb,2025-01-01 06:50:00,ACC_00168,ACC_01258,678.62,DEV_175
2a798532,2025-01-01 07:04:00,ACC_01509,ACC_01893,366.04,DEV_633
c2e485a2,2025-01-01 07:04:00,ACC_00318,ACC_01747,297.9,DEV_798
15018769,2025-01-01 07:08:00,ACC_00316,ACC_00026,542.42,DEV_654
feb6effe,2025-01-01 07:08:00,ACC_01152,ACC_00913,811.77,DEV_461
8e12d114,2025-01-01 07:37:00,ACC_00953,ACC_00059,1332.59,DEV_836
e8972888,2025-01-01 07:40:00,ACC_00866,ACC_00438,332.3,DEV_664
61189273,2025-01-01 07:42:00,ACC_01879,ACC_00081,443.66,DEV_316
3caabfff,2025-01-01 07:45:00,ACC_00465,ACC_00840,35.17,DEV_834
a82a88c8,2025-01-01 07:48:00,ACC_00636,ACC_00127,300.92,DEV_300
08a47880,2025-01-01 07:53:00,ACC_00426,ACC_01505,500.15,DEV_812
fa52728c,2025-01-01 07:57:00,ACC_01657,ACC_01448,490.22,DEV_569
58201387,2025-01-01 08:00:00,ACC_01354,ACC_00604,462.33,DEV_308
f1a81dd2,2025-01-01 08:18:00,ACC_00031,ACC_01041,303.19,DEV_223
640ac8da,2025-01-01 08:22:00,ACC_00094,ACC_01620,238.53,DEV_116
9120fb12,2025-01-01 08:22:00,ACC_01033,ACC_01828,590.0,DEV_428
0d972715,2025-01-01 08:25:00,ACC_00008,ACC_01546,654.48,DEV_420
2256f06a,2025-01-01 08:29:00,ACC_00093,ACC_00423,294.07,DEV_260
12ce577b,2025-01-01 08:31:00,ACC_00740,ACC_00607,202.81,DEV_588
60266baf,2025-01-01 08:36:00,ACC_01443,ACC_00662,347.77,DEV_663
5057320f,2025-01-01 08:44:00,ACC_00648,ACC_01449,202.26,DEV_548
fd507814,2025-01-01 08:44:00,ACC_00000,ACC_00209,1153.36,DEV_618
2d7d8206,2025-01-01 08:48:00,ACC_01650,ACC_00555,1294.33,DEV_417
76e366c1,2025-01-01 08:50:00,ACC_00717,ACC_00065,274.82,DEV_146
850d8d50,2025-01-01 08:53:00,ACC_01328,ACC_01735,812.19,DEV_219
d497eb88,2025-01-01 09:02:00,ACC_01119,ACC_00851,95.48,DEV_495
33ab670c,2025-01-01 09:05:00,ACC_01737,ACC_00395,546.39,DEV_325
c60ffa28,2025-01-01 09:16:00,ACC_00234,ACC_00341,728.16,DEV_636
ba2f42ee,2025-01-01 09:17:00,ACC_00838,ACC_00452,82.57,DEV_575
bbafd81e,2025-01-01 09:17:00,ACC_01290,ACC_00817,23.49,DEV_757
397654ad,2025-01-01 09:29:00,ACC_00137,ACC_00278,397.05,DEV_542
5f2af938,2025-01-01 09:43:00,ACC_00160,ACC_01430,473.09,DEV_834
292b7764,2025-01-01 09:54:00,ACC_00135,ACC_00387,145.21,DEV_844
5e10e200,2025-01-01 09:55:00,ACC_00678,ACC_00129,353.4,DEV_170
a4cfdebe,2025-01-01 09:56:00,ACC_00835,ACC_01061,238.83,DEV_461
536be872,2025-01-01 10:00:00,ACC_00235,ACC_01918,144.09,DEV_166
600a1846,2025-01-01 10:07:00,ACC_00937,ACC_00823,89.6,DEV_579
e8f7158c,2025-01-01 10:11:00,ACC_00476,ACC_00724,155.96,DEV_255
9704f000,2025-01-01 10:24:00,ACC_01083,ACC_00642,844.96,DEV_509
7cfc603d,2025-01-01 10:25:00,ACC_01646,ACC_00775,311.45,DEV_223
8ed7f921,2025-01-01 10:36:00,ACC_01082,ACC_01795,218.2,DEV_487
792d9cc7,2025-01-01 10:39:00,ACC_01397,ACC_00266,625.87,DEV_491
877d0f86,2025-01-01 10:45:00,ACC_01136,ACC_00851,896.13,DEV_98
277c1e92,2025-01-01 10:50:00,ACC_00615,ACC_01879,172.84,DEV_507
62ce1750,2025-01-01 10:56:00,ACC_01954,ACC_01062,299.83,DEV_225
8a42bd01,2025-01-01 10:59:00,ACC_00014,ACC_00011,346.88,DEV_200
7bcd8ac6,2025-01-01 11:16:00,ACC_00054,ACC_00610,129.47,DEV_314
1b2c4061,2025-01-01 11:35:00,ACC_01940,ACC_01275,481.95,DEV_774
ff3d5f97,2025-01-01 11:45:00,ACC_00702,ACC_00110,401.15,DEV_18
863682bf,2025-01-01 11:45:00,ACC_01179,ACC_00260,875.57,DEV_275
c355402e,2025-01-01 11:53:00,ACC_00519,ACC_00804,298.81,DEV_44
044f2b88,2025-01-01 12:18:00,ACC_01104,ACC_01497,1420.4,DEV_152
8d4b2b96,2025-01-01 12:18:00,ACC_01761,ACC_01094,647.26,DEV_696
3e7de37e,2025-01-01 12:33:00,ACC_00109,ACC_00986,321.29,DEV_683
2c02c439,2025-01-01 12:38:00,ACC_00020,ACC_01610,504.84,DEV_500
1906a9de,2025-01-01 12:40:00,ACC_00462,ACC_01748,163.38,DEV_162
8dc3f76d,2025-01-01 12:42:00,ACC_01109,ACC_00893,337.59,DEV_848
ba9045dc,2025-01-01 12:52:00,ACC_00780,ACC_01176,353.34,DEV_340
7c54efff,2025-01-01 13:00:00,ACC_01022,ACC_00591,823.24,DEV_613
fc009cee,2025-01-01 13:22:00,ACC_01427,ACC_00158,475.02,DEV_802
2a08cd73,2025-01-01 13:23:00,ACC_00100,ACC_00515,757.41,DEV_702
3274d851,2025-01-01 13:36:00,ACC_00519,ACC_01582,480.94,DEV_812
9ae41613,2025-01-01 13:38:00,ACC_00833,ACC_00555,704.22,DEV_54
79d8ee8d,2025-01-01 13:40:00,ACC_01404,ACC_00942,581.89,DEV_712
5c08ae65,2025-01-01 13:48:00,ACC_00407,ACC_00276,380.56,DEV_97
d0fb1f47,2025-01-01 13:49:00,ACC_00103,ACC_01816,329.36,DEV_121
13f85f55,2025-01-01 13:52:00,ACC_00984,ACC_01319,156.94,DEV_554
34f25590,2025-01-01 14:00:00,ACC_01486,ACC_00949,133.71,DEV_2
7f0dafde,2025-01-01 14:04:00,ACC_01877,ACC_01608,333.47,DEV_545
ac4a13da,2025-01-01 14:10:00,ACC_00237,ACC_00212,286.97,DEV_329
386205bf,2025-01-01 14:25:00,ACC_01758,ACC_01309,557.87,DEV_382
7f67e701,2025-01-01 14:25:00,ACC_00071,ACC_00345,192.18,DEV_247
06e8c2da,2025-01-01 14:29:00,ACC_01608,ACC_00193,171.39,DEV_411
b1503876,2025-01-01 14:42:00,ACC_01377,ACC_00284,365.18,DEV_61
37b8ab03,2025-01-01 14:54:00,ACC_00154,ACC_00077,473.68,DEV_654
e8a827c4,2025-01-01 14:54:00,ACC_01419,ACC_01527,390.2,DEV_262
46038860,2025-01-01 14:56:00,ACC_01915,ACC_01700,309.08,DEV_299
72fc765e,2025-01-01 15:06:00,ACC_00796,ACC_00112,935.44,DEV_253
d9a149f2,2025-01-01 15:15:00,ACC_00642,ACC_00211,1046.44,DEV_78
964d85bf,2025-01-01 15:16:00,ACC_00295,ACC_00043,121.83,DEV_377
4d6f5e7a,2025-01-01 15:18:00,ACC_00290,ACC_00728,713.31,DEV_84
058d90e2,2025-01-01 15:18:00,ACC_01555,ACC_00943,644.57,DEV_731
91cfbd25,2025-01-01 15:23:00,ACC_00314,ACC_01277,808.22,DEV_843
3aac510b,2025-01-01 15:23:00,ACC_00103,ACC_00013,329.2,DEV_792
a86b8a13,2025-01-01 15:29:00,ACC_01365,ACC_01573,638.72,DEV_2
9a8c211a,2025-01-01 15:30:00,ACC_00961,ACC_01342,608.6,DEV_384
2e2349a2,2025-01-01 15:30:00,ACC_00405,ACC_01108,377.36,DEV_832
2bcdae31,2025-01-01 15:42:00,ACC_00212,ACC_00863,756.27,DEV_414
62ee058c,2025-01-01 15:47:00,ACC_00758,ACC_00385,50.64,DEV_444
cf5dcab0,2025-01-01 15:48:00,ACC_01153,ACC_01114,566.39,DEV_455
a2b62810,2025-01-01 16:06:00,ACC_01374,ACC_00641,555.21,DEV_654
d8e08d79,2025-01-01 16:16:00,ACC_00916,ACC_00115,875.48,DEV_514
bc63825d,2025-01-01 16:17:00,ACC_00435,ACC_01882,572.55,DEV_643
d433f5ac,2025-01-01 16:19:00,ACC_01906,ACC_01311,438.46,DEV_442
d8e2feb2,2025-01-01 16:23:00,ACC_00546,ACC_00697,368.75,DEV_169
36468383,2025-01-01 16:24:00,ACC_01169,ACC_01167,1133.22,DEV_482
23468b07,2025-01-01 16:29:00,ACC_01033,ACC_01058,339.34,DEV_235
1efbd248,2025-01-01 16:35:00,ACC_00497,ACC_00574,673.14,DEV_537
8421a3e2,2025-01-01 16:41:00,ACC_01007,ACC_01076,160.09,DEV_706
b547dff2,2025-01-01 16:44:00,ACC_00762,ACC_00308,236.05,DEV_757
0954ddfc,2025-01-01 16:49:00,ACC_01089,ACC_01347,499.87,DEV_261
555a0f28,2025-01-01 16:51:00,ACC_01318,ACC_01308,54.71,DEV_111
59429722,2025-01-01 16:54:00,ACC_00765,ACC_00909,308.48,DEV_560
22ffae02,2025-01-01 16:58:00,ACC_01114,ACC_01965,628.41,DEV_347
f55acad2,2025-01-01 16:59:00,ACC_01228,ACC_00257,604.71,DEV_238
81fe6b31,2025-01-01 17:02:00,ACC_01355,ACC_01049,490.17,DEV_345
5922da4c,2025-01-01 17:12:00,ACC_00441,ACC_01328,37.55,DEV_1
abfdfdb2,2025-01-01 17:13:00,ACC_00201,ACC_01189,288.74,DEV_837
8fa5247b,2025-01-01 17:14:00,ACC_01353,ACC_00173,855.28,DEV_292
a2dd5499,2025-01-01 17:30:00,ACC_00717,ACC_00414,743.49,DEV_635
ff486111,2025-01-01 17:39:00,ACC_00115,ACC_01799,323.89,DEV_847
00817229,2025-01-01 17:40:00,ACC_00651,ACC_01954,784.33,DEV_340
50c11e92,2025-01-01 17:42:00,ACC_00467,ACC_00190,553.9,DEV_774
6012de71,2025-01-01 17:46:00,ACC_00305,ACC_00489,304.57,DEV_737
7ca9d393,2025-01-01 17:56:00,ACC_00734,ACC_00624,438.76,DEV_553
10f9e004,2025-01-01 17:56:00,ACC_01184,ACC_01170,194.14,DEV_451
44ed0337,2025-01-01 17:58:00,ACC_00039,ACC_01468,518.01,DEV_66
459835af,2025-01-01 18:00:00,ACC_01020,ACC_00120,819.68,DEV_630
ff6c410d,2025-01-01 18:17:00,ACC_01541,ACC_00737,778.49,DEV_859
8891af03,2025-01-01 18:26:00,ACC_01009,ACC_00242,615.51,DEV_35
7f6ee26f,2025-01-01 18:28:00,ACC_01319,ACC_01322,1065.97,DEV_899
f7bf2a4a,2025-01-01 18:58:00,ACC_00997,ACC_00979,610.6,DEV_94
2ab40848,2025-01-01 19:03:00,ACC_00554,ACC_00445,933.22,DEV_46
b2a8d4ae,2025-01-01 19:03:00,ACC_00305,ACC_01589,519.48,DEV_484
b77369f4,2025-01-01 19:09:00,ACC_00663,ACC_00129,433.36,DEV_694
3d90cd92,2025-01-01 19:09:00,ACC_00834,ACC_00720,274.62,DEV_224
89c9e547,2025-01-01 19:14:00,ACC_01934,ACC_01696,767.03,DEV_840
83942cbe,2025-01-01 19:17:00,ACC_00865,ACC_01993,592.81,DEV_788
03782512,2025-01-01 19:18:00,ACC_00701,ACC_00361,1314.84,DEV_582
54c78044,2025-01-01 19:21:00,ACC_01359,ACC_01846,164.61,DEV_104
ecd3c55a,2025-01-01 19:24:00,ACC_01461,ACC_00418,154.6,DEV_443
4751fe0c,2025-01-01 19:28:00,ACC_00163,ACC_01200,620.74,DEV_237
ca6ec093,2025-01-01 19:33:00,ACC_00466,ACC_00932,459.32,DEV_568
ec530014,2025-01-01 19:46:00,ACC_00940,ACC_01117,183.46,DEV_14
7c9a28c7,2025-01-01 19:54:00,ACC_00681,ACC_00658,676.15,DEV_82
56a34383,2025-01-01 19:56:00,ACC_01495,ACC_00522,523.09,DEV_595
0dca03c6,2025-01-01 20:01:00,ACC_01224,ACC_00134,408.7,DEV_457
c7223b74,2025-01-01 20:03:00,ACC_01912,ACC_00829,473.96,DEV_728
0b130894,2025-01-01 20:09:00,ACC_00190,ACC_01957,919.36,DEV_367
958ee5d3,2025-01-01 20:12:00,ACC_01554,ACC_00216,270.31,DEV_31
b1f0bb83,2025-01-01 20:12:00,ACC_01052,ACC_00662,315.52,DEV_32
bf03aeee,2025-01-01 20:25:00,ACC_00405,ACC_01453,560.06,DEV_329
3720b2f6,2025-01-01 20:29:00,ACC_01327,ACC_01813,498.89,DEV_500
2efc7696,2025-01-01 20:31:00,ACC_00366,ACC_01402,183.64,DEV_509
ac9eb791,2025-01-01 20:33:00,ACC_00625,ACC_00395,761.72,DEV_807
57bd8ef8,2025-01-01 20:34:00,ACC_01237,ACC_00183,535.64,DEV_326
188fa16b,2025-01-01 20:41:00,ACC_01521,ACC_01785,651.63,DEV_76
77a2bcc2,2025-01-01 20:45:00,ACC_00625,ACC_00395,961.56,DEV_178
d958d999,2025-01-01 20:55:00,ACC_01360,ACC_01725,534.02,DEV_600
c3858a32,2025-01-01 20:58:00,ACC_01686,ACC_01319,237.06,DEV_301
a2cbf950,2025-01-01 21:02:00,ACC_00147,ACC_01603,570.17,DEV_108
4a1eac28,2025-01-01 21:07:00,ACC_01854,ACC_01557,873.56,DEV_669
b5e3eb5a,2025-01-01 21:16:00,ACC_00957,ACC_00642,610.17,DEV_252
02f43e51,2025-01-01 21:33:00,ACC_00944,ACC_00947,1303.12,DEV_642
5f28cd51,2025-01-01 21:38:00,ACC_01435,ACC_00032,474.88,DEV_460
cc2f3a07,2025-01-01 21:42:00,ACC_00397,ACC_00527,331.62,DEV_689
ae1bbc7d,2025-01-01 21:42:00,ACC_00942,ACC_01159,710.62,DEV_821
4a49b559,2025-01-01 21:43:00,ACC_00928,ACC_00613,458.55,DEV_398
4be6b788,2025-01-01 21:49:00,ACC_01877,ACC_00268,716.83,DEV_694
e1d14e8f,2025-01-01 21:49:00,ACC_00313,ACC_01169,950.71,DEV_800
0b769086,2025-01-01 21:50:00,ACC_01420,ACC_00812,271.06,DEV_824
dacf31e9,2025-01-01 21:52:00,ACC_00833,ACC_01403,399.91,DEV_59
2fd93cf2,2025-01-01 21:55:00,ACC_00182,ACC_01907,1243.76,DEV_566
857e2fcc,2025-01-01 22:04:00,ACC_00678,ACC_01636,688.2,DEV_48
3717e590,2025-01-01 22:10:00,ACC_01995,ACC_01804,682.09,DEV_375
804008ee,2025-01-01 22:13:00,ACC_00236,ACC_00053,127.89,DEV_873
add8acfd,2025-01-01 22:31:00,ACC_01982,ACC_01964,623.93,DEV_526
67ffc4c6,2025-01-01 22:33:00,ACC_01840,ACC_01430,403.83,DEV_484
92aab3c3,2025-01-01 22:38:00,ACC_01779,ACC_00363,404.35,DEV_86
587b5a5e,2025-01-01 22:45:00,ACC_00851,ACC_00991,665.17,DEV_133
e9bbd092,2025-01-01 22:57:00,ACC_01412,ACC_00560,234.94,DEV_342
5f5a3b30,2025-01-01 22:57:00,ACC_01873,ACC_01951,90.49,DEV_473
5eb59ba9,2025-01-01 23:11:00,ACC_00285,ACC_01984,574.02,DEV_341
1442da8d,2025-01-01 23:32:00,ACC_01260,ACC_01781,586.31,DEV_104
2859b70e,2025-01-01 23:38:00,ACC_01686,ACC_01298,51.35,DEV_361
ea08ea2b,2025-01-01 23:51:00,ACC_00323,ACC_01485,195.74,DEV_129
70a2302e,2025-01-01 23:54:00,ACC_00713,ACC_01198,184.03,DEV_402
0b7e1002,2025-01-01 23:55:00,ACC_00759,ACC_01014,785.19,DEV_199
20863ae6,2025-01-01 23:56:00,ACC_00514,ACC_01909,761.43,DEV_287
f4f65356,2025-01-02 00:03:00,ACC_00521,ACC_01962,165.48,DEV_396
acea7a4d,2025-01-02 00:05:00,ACC_00171,ACC_00602,358.31,DEV_144
86e2dea3,2025-01-02 00:11:00,ACC_01675,ACC_01905,637.02,DEV_121
2f5b5bc2,2025-01-02 00:12:00,ACC_00730,ACC_00170,293.1,DEV_251
01d8ea37,2025-01-02 00:15:00,ACC_01346,ACC_01042,579.24,DEV_235
c03bd8ce,2025-01-02 00:27:00,ACC_00484,ACC_00412,98.55,DEV_551
2f4106e1,2025-01-02 00:30:00,ACC_01872,ACC_00948,219.12,DEV_260
049fb4a0,2025-01-02 00:31:00,ACC_00294,ACC_01501,196.79,DEV_225
f31e1692,2025-01-02 00:35:00,ACC_00259,ACC_00556,700.92,DEV_471
62eea62b,2025-01-02 00:40:00,ACC_01434,ACC_01571,812.79,DEV_833
a301f779,2025-01-02 00:42:00,ACC_00059,ACC_00433,523.19,DEV_769
8817a153,2025-01-02 00:44:00,ACC_00771,ACC_01123,700.79,DEV_494
01db171c,2025-01-02 00:52:00,ACC_01923,ACC_00029,423.55,DEV_102
0e565bf5,2025-01-02 01:03:00,ACC_00220,ACC_01740,152.33,DEV_707
56fc20c2,2025-01-02 01:04:00,ACC_01595,ACC_00771,630.7,DEV_138
9952235a,2025-01-02 01:04:00,ACC_00031,ACC_00912,1015.82,DEV_705
6cd62e35,2025-01-02 01:11:00,ACC_00627,ACC_01946,134.61,DEV_329
e56b0e21,2025-01-02 01:16:00,ACC_00183,ACC_01778,403.54,DEV_868
cd6db68f,2025-01-02 01:17:00,ACC_01880,ACC_01250,255.83,DEV_644
12f4f52e,2025-01-02 01:25:00,ACC_00648,ACC_01176,350.31,DEV_477
3344f91d,2025-01-02 01:28:00,ACC_01822,ACC_00787,18.07,DEV_817
ee5431a0,2025-01-02 01:33:00,ACC_01206,ACC_01917,310.08,DEV_796
7738c95e,2025-01-02 01:34:00,ACC_00081,ACC_01664,437.84,DEV_767
e0ca2e91,2025-01-02 01:44:00,ACC_01284,ACC_01588,180.59,DEV_725
7f25e757,2025-01-02 01:57:00,ACC_00543,ACC_01622,962.82,DEV_192
34115cd9,2025-01-02 02:00:00,ACC_00274,ACC_01731,529.04,DEV_720
6b576270,2025-01-02 02:06:00,ACC_01809,ACC_00713,358.65,DEV_863
16651635,2025-01-02 02:26:00,ACC_00664,ACC_01317,379.71,DEV_766
6164c897,2025-01-02 02:26:00,ACC_01516,ACC_00767,114.52,DEV_636
f1c80455,2025-01-02 02:27:00,ACC_01193,ACC_01843,976.95,DEV_297
bc23048a,2025-01-02 02:28:00,ACC_00766,ACC_01394,66.96,DEV_236
33f8d641,2025-01-02 02:28:00,ACC_01506,ACC_01794,307.33,DEV_633
8357f787,2025-01-02 02:33:00,ACC_00022,ACC_00188,508.14,DEV_420
80a43d5d,2025-01-02 02:35:00,ACC_00725,ACC_00889,1041.88,DEV_209
fcdd73af,2025-01-02 02:39:00,ACC_01685,ACC_01737,436.69,DEV_542
f188d341,2025-01-02 02:39:00,ACC_00376,ACC_00302,439.67,DEV_460
d7ba24f7,2025-01-02 02:40:00,ACC_00837,ACC_00209,386.88,DEV_148
fe413778,2025-01-02 02:47:00,ACC_01538,ACC_00509,40.74,DEV_396
5f1ab457,2025-01-02 02:52:00,ACC_00334,ACC_00662,453.06,DEV_679
f8d6cf4c,2025-01-02 03:01:00,ACC_01759,ACC_01788,474.68,DEV_244
da64ba99,2025-01-02 03:09:00,ACC_00884,ACC_00485,633.33,DEV_743
211b6643,2025-01-02 03:16:00,ACC_00636,ACC_00795,185.66,DEV_281
5eca4803,2025-01-02 03:16:00,ACC_00677,ACC_01018,1160.05,DEV_696
0a04051f,2025-01-02 03:16:00,ACC_01745,ACC_00751,1172.42,DEV_447
caa4e285,2025-01-02 03:30:00,ACC_01527,ACC_01362,290.44,DEV_616
bd125e49,2025-01-02 03:33:00,ACC_01490,ACC_00026,1019.82,DEV_708
79a3bb22,2025-01-02 03:39:00,ACC_01656,ACC_00547,16.59,DEV_727
819de7ec,2025-01-02 03:44:00,ACC_01887,ACC_00145,928.48,DEV_579
f19dd6fb,2025-01-02 03:46:00,ACC_00655,ACC_01557,261.48,DEV_212
0cd331ff,2025-01-02 03:51:00,ACC_00375,ACC_00497,419.96,DEV_192
e5b48375,2025-01-02 03:56:00,ACC_01646,ACC_00215,494.94,DEV_540
01670622,2025-01-02 04:00:00,ACC_01536,ACC_01894,417.55,DEV_316
97eed9ef,2025-01-02 04:12:00,ACC_01081,ACC_00804,411.24,DEV_792
2b090ce2,2025-01-02 04:19:00,ACC_00626,ACC_00188,194.36,DEV_105
f4469bad,2025-01-02 04:20:00,ACC_01554,ACC_00890,484.19,DEV_28
c6d429f5,2025-01-02 04:21:00,ACC_01627,ACC_01241,930.07,DEV_651
0821c30f,2025-01-02 04:28:00,ACC_00045,ACC_00797,58.82,DEV_304
f5b48849,2025-01-02 04:30:00,ACC_00717,ACC_00065,923.35,DEV_312
40b668d8,2025-01-02 04:31:00,ACC_01787,ACC_00278,794.99,DEV_558
3a049261,2025-01-02 04:35:00,ACC_01730,ACC_00228,1087.06,DEV_250
