transaction_id,from_account,to_account,amount,timestamp,channel,label
TX_000058,ACC_0091,ACC_0032,1967.95,2023-11-23 03:11:56,wire,normal
TX_000059,ACC_0145,ACC_0142,138.59,2023-02-13 13:01:00,online,normal
TX_000060,ACC_0113,ACC_0112,943.49,2023-02-19 11:35:44,branch,normal
TX_000061,ACC_0029,ACC_0039,78.77,2023-03-10 14:38:22,branch,normal
TX_000062,ACC_0010,ACC_0059,91.06,2023-07-04 21:46:17,wire,normal
TX_000063,ACC_0145,ACC_0109,260.31,2023-02-11 09:25:49,online,normal
TX_000064,ACC_0071,ACC_0137,188.67,2023-07-25 18:02:23,online,normal
TX_000065,ACC_0076,ACC_0136,6.55,2023-09-10 02:43:34,online,normal
TX_000066,ACC_0095,ACC_0129,146.37,2023-10-26 05:39:23,wire,normal
TX_000067,ACC_0124,ACC_0109,202.12,2023-12-09 18:10:48,online,normal
TX_000068,ACC_0042,ACC_0017,379.73,2023-12-11 08:10:17,wire,normal
TX_000069,ACC_0025,ACC_0007,700.56,2023-04-14 01:18:43,wire,normal
TX_000070,ACC_0083,ACC_0053,282.29,2023-01-02 18:09:41,wire,normal
TX_000071,ACC_0149,ACC_0122,436.13,2023-07-11 20:46:48,wire,normal
TX_000072,ACC_0067,ACC_0111,146.29,2023-11-04 01:13:14,branch,normal
TX_000073,ACC_0092,ACC_0075,231.64,2023-03-16 19:20:39,online,normal
TX_000074,ACC_0032,ACC_0017,46.24,2023-10-18 23:30:24,online,normal
TX_000075,ACC_0065,ACC_0034,578.41,2023-08-15 09:27:49,online,normal
TX_000076,ACC_0115,ACC_0009,172.0,2023-11-16 18:58:39,online,normal
TX_000077,ACC_0065,ACC_0094,106.04,2023-02-01 02:20:51,wire,normal
TX_000078,ACC_0068,ACC_0025,45.52,2023-12-16 13:15:42,wire,normal
TX_000079,ACC_0017,ACC_0032,34.73,2023-12-16 11:16:05,online,normal
TX_000080,ACC_0146,ACC_0026,355.0,2023-02-23 23:47:22,online,normal
TX_000081,ACC_0043,ACC_0068,87.57,2023-07-20 21:12:51,atm,normal
TX_000082,ACC_0040,ACC_0034,109.92,2023-07-18 10:10:32,online,normal
TX_000083,ACC_0050,ACC_0148,77.43,2023-03-03 06:14:21,branch,normal
TX_000084,ACC_0066,ACC_0112,207.18,2023-11-03 06:17:12,online,normal
TX_000085,ACC_0057,ACC_0092,15.59,2023-12-01 13:38:38,wire,normal
TX_000086,ACC_0009,ACC_0071,521.41,2023-06-19 18:08:03,online,normal
TX_000087,ACC_0001,ACC_0090,114.87,2023-08-30 17:57:40,branch,normal
TX_000088,ACC_0051,ACC_0131,15.44,2023-06-11 00:51:14,online,normal
TX_000089,ACC_0060,ACC_0075,83.3,2023-09-09 04:23:56,online,normal
TX_000090,ACC_0074,ACC_0132,337.12,2023-05-17 15:46:28,wire,normal
TX_000091,ACC_0010,ACC_0096,249.57,2023-02-10 08:22:04,online,normal
TX_000092,ACC_0134,ACC_0004,282.07,2023-09-12 13:21:13,online,normal
TX_000093,ACC_0023,ACC_0141,59.0,2023-06-25 22:09:34,online,normal
TX_000094,ACC_0051,ACC_0036,200.38,2023-10-12 10:46:02,wire,normal
TX_000095,ACC_0054,ACC_0036,73.05,2023-01-25 05:01:52,online,normal
TX_000096,ACC_0075,ACC_0077,107.77,2023-03-24 22:09:57,branch,normal
TX_000097,ACC_0036,ACC_0028,175.94,2023-07-27 03:41:03,online,normal
TX_000098,ACC_0040,ACC_0029,81.44,2023-12-28 16:39:51,branch,normal
TX_000099,ACC_0004,ACC_0061,7.45,2023-02-24 14:52:38,wire,normal
TX_000100,ACC_0135,ACC_0118,85.34,2023-11-08 08:50:09,online,normal
TX_000101,ACC_0022,ACC_0115,890.96,2023-11-12 16:47:50,branch,normal
TX_000102,ACC_0066,ACC_0138,730.57,2023-05-17 07:14:22,online,normal
TX_000103,ACC_0148,ACC_0113,71.56,2023-04-24 06:26:30,branch,normal
TX_000104,ACC_0086,ACC_0002,243.12,2023-03-25 15:09:28,online,normal
TX_000105,ACC_0120,ACC_0035,426.29,2023-11-21 15:46:45,online,normal
TX_000106,ACC_0028,ACC_0064,115.0,2023-07-01 11:18:57,wire,normal
TX_000107,ACC_0020,ACC_0081,624.47,2023-04-26 16:13:42,online,normal
TX_000108,ACC_0125,ACC_0073,1086.71,2023-10-22 14:00:39,branch,normal
TX_000109,ACC_0078,ACC_0053,82.71,2023-10-06 11:03:00,online,normal
TX_000110,ACC_0021,ACC_0141,67.22,2023-08-10 08:18:24,wire,normal
TX_000111,ACC_0016,ACC_0044,490.8,2023-12-25 18:55:03,wire,normal
TX_000112,ACC_0120,ACC_0109,148.14,2023-10-26 12:33:48,branch,normal
TX_000113,ACC_0134,ACC_0082,12.69,2023-08-01 04:48:55,online,normal
TX_000114,ACC_0052,ACC_0133,26.28,2023-05-29 19:59:21,online,normal
TX_000115,ACC_0123,ACC_0034,76.67,2023-10-15 15:02:28,branch,normal
TX_000116,ACC_0101,ACC_0048,482.85,2023-11-14 16:06:01,online,normal
TX_000117,ACC_0038,ACC_0130,8151.6,2023-01-14 03:07:09,online,smurf
TX_000118,ACC_0067,ACC_0046,240.82,2023-09-26 18:50:58,wire,normal
TX_000119,ACC_0026,ACC_0092,9.68,2023-05-16 13:34:08,online,normal
TX_000120,ACC_0085,ACC_0056,141.18,2023-06-17 20:46:12,online,normal
TX_000121,ACC_0056,ACC_0100,71.16,2023-11-24 01:22:22,online,normal
TX_000122,ACC_0029,ACC_0041,337.09,2023-05-11 13:42:18,branch,normal
TX_000123,ACC_0052,ACC_0046,129.73,2023-03-11 01:26:16,online,normal
TX_000124,ACC_0126,ACC_0009,73.93,2023-05-19 10:10:56,wire,normal
TX_000125,ACC_0148,ACC_0139,55.76,2023-06-13 21:43:14,branch,normal
TX_000126,ACC_0027,ACC_0026,37.31,2023-01-09 06:59:37,online,normal
TX_000127,ACC_0139,ACC_0135,155.96,2023-10-04 09:55:17,online,normal
TX_000128,ACC_0129,ACC_0131,25.08,2023-02-24 23:31:48,online,normal
TX_000129,ACC_0059,ACC_0079,43.76,2023-12-02 07:08:03,branch,normal
TX_000130,ACC_0060,ACC_0005,94.52,2023-08-31 09:31:07,branch,normal
TX_000131,ACC_0019,ACC_0090,124.99,2023-08-20 08:01:43,online,normal
TX_000132,ACC_0064,ACC_0150,39.8,2023-03-21 00:11:08,branch,normal
TX_000133,ACC_0141,ACC_0124,533.68,2023-11-08 07:34:24,wire,normal
TX_000134,ACC_0089,ACC_0127,288.55,2023-06-18 16:03:46,atm,normal
TX_000135,ACC_0075,ACC_0118,89.22,2023-08-23 08:05:50,online,normal
TX_000136,ACC_0070,ACC_0147,201.24,2023-04-23 08:29:14,online,normal
TX_000137,ACC_0024,ACC_0125,364.12,2023-12-26 19:53:49,online,normal
TX_000138,ACC_0109,ACC_0129,77.0,2023-09-03 23:05:07,online,normal
TX_000139,ACC_0132,ACC_0044,215.03,2023-08-07 20:23:49,online,normal
TX_000140,ACC_0041,ACC_0096,284.55,2023-09-09 13:39:18,branch,normal
TX_000141,ACC_0074,ACC_0052,111.67,2023-04-30 02:32:14,branch,normal
TX_000142,ACC_0112,ACC_0061,330.69,2023-05-16 21:53:39,online,normal
TX_000143,ACC_0074,ACC_0046,198.02,2023-08-02 22:18:12,online,normal
TX_000144,ACC_0042,ACC_0013,195.78,2023-07-20 04:12:01,online,normal
TX_000145,ACC_0020,ACC_0146,46.37,2023-01-01 03:24:58,online,normal
TX_000146,ACC_0008,ACC_0034,35.19,2023-01-07 15:48:26,online,normal
TX_000147,ACC_0084,ACC_0048,139.11,2023-05-11 04:53:28,wire,normal
TX_000148,ACC_0107,ACC_0050,261.7,2023-02-28 04:15:20,online,normal
TX_000149,ACC_0072,ACC_0069,58.69,2023-06-10 23:43:12,online,normal
TX_000150,ACC_0143,ACC_0144,259.94,2023-07-03 23:47:36,wire,normal
TX_000151,ACC_0121,ACC_0149,396.03,2023-01-12 11:55:14,online,normal
TX_000152,ACC_0036,ACC_0089,21.92,2023-12-04 17:59:58,online,normal
TX_000153,ACC_0054,ACC_0033,144.02,2023-10-15 01:21:08,branch,normal
TX_000154,ACC_0107,ACC_0018,57.89,2023-06-30 19:12:05,online,normal
TX_000155,ACC_0037,ACC_0135,12.86,2023-02-18 12:51:18,branch,normal
TX_000156,ACC_0098,ACC_0042,993.98,2023-06-09 22:07:48,online,normal
TX_000157,ACC_0110,ACC_0124,643.32,2023-07-18 16:18:09,online,normal
TX_000158,ACC_0092,ACC_0096,152.8,2023-04-22 20:09:21,online,normal
TX_000159,ACC_0098,ACC_0120,10.03,2023-09-20 20:05:46,online,normal
TX_000160,ACC_0035,ACC_0102,11.15,2023-06-15 07:04:36,online,normal
TX_000161,ACC_0058,ACC_0082,171.14,2023-03-18 02:00:08,online,normal
TX_000162,ACC_0032,ACC_0097,1472.64,2023-11-11 11:13:22,online,normal
TX_000163,ACC_0114,ACC_0066,23.48,2023-12-16 18:58:37,online,normal
TX_000164,ACC_0037,ACC_0118,43.91,2023-01-11 05:09:23,wire,normal
TX_000165,ACC_0148,ACC_0083,750.95,2023-10-07 06:14:34,wire,normal
TX_000166,ACC_0114,ACC_0107,99.03,2023-07-20 19:32:20,wire,normal
TX_000167,ACC_0125,ACC_0086,125.21,2023-05-25 00:57:46,online,normal
TX_000168,ACC_0125,ACC_0037,96.93,2023-01-11 03:48:11,wire,normal
TX_000169,ACC_0035,ACC_0079,180.08,2023-04-12 11:43:34,branch,normal
TX_000170,ACC_0007,ACC_0141,757.07,2023-08-18 01:41:53,online,normal
TX_000171,ACC_0142,ACC_0005,39.32,2023-08-28 13:16:25,wire,normal
TX_000172,ACC_0149,ACC_0146,29.77,2023-11-02 19:13:08,online,normal
TX_000173,ACC_0055,ACC_0002,322.65,2023-08-15 15:02:24,online,normal
TX_000174,ACC_0124,ACC_0080,808.86,2023-12-01 16:53:11,online,normal
TX_000175,ACC_0038,ACC_0138,102.65,2023-10-16 17:33:49,wire,normal
TX_000176,ACC_0055,ACC_0052,276.63,2023-06-10 09:39:38,online,normal
TX_000177,ACC_0120,ACC_0065,157.11,2023-10-06 04:58:06,online,normal
TX_000178,ACC_0083,ACC_0019,54.58,2023-07-25 04:56:00,online,normal
TX_000179,ACC_0140,ACC_0114,296.79,2023-12-20 12:31:58,online,normal
TX_000180,ACC_0057,ACC_0003,2825.27,2023-08-27 16:17:05,wire,normal
TX_000181,ACC_0099,ACC_0147,1941.56,2023-07-24 15:59:52,atm,normal
TX_000182,ACC_0100,ACC_0072,74.04,2023-06-07 10:42:42,branch,normal
TX_000183,ACC_0042,ACC_0095,46.18,2023-05-14 03:30:26,online,normal
TX_000184,ACC_0119,ACC_0045,90.61,2023-05-29 09:19:14,wire,normal
TX_000185,ACC_0050,ACC_0020,308.92,2023-04-18 09:23:53,wire,normal
TX_000186,ACC_0042,ACC_0133,59.8,2023-06-03 04:23:26,wire,normal
TX_000187,ACC_0130,ACC_0041,675.39,2023-02-26 12:09:37,atm,normal
TX_000188,ACC_0111,ACC_0103,83.82,2023-07-17 00:56:00,online,normal
TX_000189,ACC_0056,ACC_0083,291.73,2023-05-13 10:49:12,branch,normal
TX_000190,ACC_0038,ACC_0096,50.37,2023-06-12 05:50:16,branch,normal
TX_000191,ACC_0122,ACC_0078,22.3,2023-01-14 10:35:40,online,normal
TX_000192,ACC_0080,ACC_0066,32.46,2023-10-14 01:28:36,branch,normal
TX_000193,ACC_0033,ACC_0024,521.47,2023-01-01 09:12:37,wire,normal
TX_000194,ACC_0056,ACC_0120,267.71,2023-05-07 13:25:39,branch,normal
TX_000195,ACC_0138,ACC_0039,27.17,2023-09-14 14:04:50,online,normal
TX_000196,ACC_0056,ACC_0135,172.75,2023-08-26 23:49:37,online,normal
TX_000197,ACC_0130,ACC_0084,1604.86,2023-03-21 13:40:45,online,normal
TX_000198,ACC_0101,ACC_0035,197.85,2023-08-10 22:23:33,wire,normal
TX_000199,ACC_0025,ACC_0132,26.88,2023-05-27 18:07:33,online,normal
TX_000200,ACC_0102,ACC_0054,110.38,2023-02-26 02:21:25,online,normal
TX_000201,ACC_0143,ACC_0070,195.37,2023-05-21 04:13:49,atm,normal
TX_000202,ACC_0008,ACC_0004,561.23,2023-04-05 00:05:16,online,normal
TX_000203,ACC_0115,ACC_0125,428.54,2023-03-04 16:10:46,online,normal
TX_000204,ACC_0047,ACC_0148,212.04,2023-01-01 00:03:13,online,normal
TX_000205,ACC_0131,ACC_0049,45.99,2023-11-13 12:34:32,branch,normal
TX_000206,ACC_0070,ACC_0079,32.42,2023-12-17 00:34:23,atm,normal
TX_000207,ACC_0102,ACC_0025,163.62,2023-06-04 02:46:04,online,normal
TX_000208,ACC_0057,ACC_0113,44.48,2023-02-10 23:33:10,online,normal
TX_000209,ACC_0124,ACC_0012,378.45,2023-05-16 20:57:10,online,normal
TX_000210,ACC_0040,ACC_0106,391.82,2023-03-06 12:24:38,online,normal
TX_000211,ACC_0128,ACC_0148,67.43,2023-05-19 14:34:47,online,normal
TX_000212,ACC_0128,ACC_0099,213.01,2023-12-14 02:43:24,online,normal
TX_000213,ACC_0111,ACC_0001,1160.95,2023-04-24 00:59:48,online,normal
TX_000214,ACC_0039,ACC_0109,91.23,2023-12-06 03:43:59,online,normal
TX_000215,ACC_0104,ACC_0146,82.84,2023-07-14 17:35:59,online,normal
TX_000216,ACC_0017,ACC_0075,154.88,2023-04-15 22:12:41,online,normal
TX_000217,ACC_0149,ACC_0029,122.48,2023-12-09 05:42:01,wire,normal
TX_000218,ACC_0027,ACC_0106,219.29,2023-10-17 22:48:05,online,normal
TX_000219,ACC_0038,ACC_0028,357.52,2023-01-18 01:27:23,online,normal
TX_000220,ACC_0009,ACC_0117,49.12,2023-08-25 05:00:46,online,normal
TX_000221,ACC_0121,ACC_0090,511.08,2023-04-15 06:43:36,atm,normal
TX_000222,ACC_0131,ACC_0124,154.6,2023-08-06 01:24:49,wire,normal
TX_000223,ACC_0074,ACC_0103,50.74,2023-08-19 02:31:23,wire,normal
TX_000224,ACC_0137,ACC_0111,218.96,2023-04-27 18:45:12,online,normal
TX_000225,ACC_0127,ACC_0055,134.51,2023-06-27 11:27:17,atm,normal
TX_000226,ACC_0106,ACC_0052,62.26,2023-11-13 02:39:58,online,normal
TX_000227,ACC_0133,ACC_0139,233.85,2023-07-01 19:13:32,online,normal
TX_000228,ACC_0004,ACC_0135,17.67,2023-05-13 12:32:55,online,normal
TX_000229,ACC_0047,ACC_0123,591.58,2023-11-05 02:01:49,online,normal
TX_000230,ACC_0112,ACC_0094,481.78,2023-07-16 04:04:46,online,normal
TX_000231,ACC_0003,ACC_0096,826.13,2023-12-01 09:28:12,branch,normal
TX_000232,ACC_0069,ACC_0059,11.47,2023-05-13 17:09:02,branch,normal
TX_000233,ACC_0003,ACC_0017,60.03,2023-08-30 14:20:11,online,normal
TX_000234,ACC_0112,ACC_0091,131.88,2023-11-05 18:28:24,wire,normal
TX_000235,ACC_0126,ACC_0060,118.52,2023-08-29 06:01:40,atm,normal
TX_000236,ACC_0027,ACC_0110,134.25,2023-08-01 14:22:50,online,normal
TX_000237,ACC_0046,ACC_0008,77.03,2023-05-25 14:47:14,online,normal
TX_000238,ACC_0135,ACC_0107,110.31,2023-09-22 09:57:23,online,normal
TX_000239,ACC_0090,ACC_0094,102.52,2023-06-10 20:41:21,online,normal
TX_000240,ACC_0132,ACC_0120,78.42,2023-10-30 10:33:34,branch,normal
TX_000241,ACC_0036,ACC_0147,398.31,2023-02-20 00:55:07,online,normal
TX_000242,ACC_0079,ACC_0128,149.45,2023-05-20 06:08:21,online,normal
TX_000243,ACC_0057,ACC_0147,3304.93,2023-08-10 18:21:41,atm,normal
TX_000244,ACC_0050,ACC_0046,91.78,2023-08-07 14:47:20,branch,normal
TX_000245,ACC_0118,ACC_0014,106.37,2023-10-26 19:18:14,atm,normal
TX_000246,ACC_0085,ACC_0128,39.71,2023-05-04 02:16:58,online,normal
TX_000247,ACC_0112,ACC_0057,179.39,2023-02-09 05:08:28,online,normal
TX_000248,ACC_0071,ACC_0033,56.64,2023-04-12 21:56:04,online,normal
TX_000249,ACC_0072,ACC_0058,80.56,2023-05-03 16:45:28,online,normal
TX_000250,ACC_0141,ACC_0146,81.57,2023-01-06 19:36:01,online,normal
TX_000251,ACC_0103,ACC_0112,733.38,2023-10-09 04:37:26,branch,normal
TX_000252,ACC_0054,ACC_0126,118.67,2023-11-15 09:22:58,wire,normal
TX_000253,ACC_0107,ACC_0122,108.42,2023-12-06 09:09:14,online,normal
TX_000254,ACC_0137,ACC_0143,281.02,2023-04-21 14:33:11,online,normal
TX_000255,ACC_0033,ACC_0006,556.68,2023-10-05 23:58:32,online,normal
TX_000256,ACC_0026,ACC_0108,9.42,2023-04-09 12:49:25,online,normal
TX_000257,ACC_0092,ACC_0081,438.14,2023-12-18 13:20:20,branch,normal
TX_000258,ACC_0020,ACC_0008,115.01,2023-05-09 09:19:15,online,normal
TX_000259,ACC_0043,ACC_0057,392.3,2023-02-10 22:53:13,wire,normal
TX_000260,ACC_0136,ACC_0077,112.09,2023-08-18 12:09:39,online,normal
TX_000261,ACC_0143,ACC_0103,307.71,2023-10-23 11:55:05,online,normal
TX_000262,ACC_0079,ACC_0015,143.9,2023-12-28 09:26:34,branch,normal
TX_000263,ACC_0087,ACC_0050,606.17,2023-03-21 20:40:56,online,normal
TX_000264,ACC_0141,ACC_0078,66.28,2023-02-14 23:19:48,branch,normal
TX_000265,ACC_0021,ACC_0077,422.0,2023-08-23 18:16:07,online,normal
TX_000266,ACC_0109,ACC_0057,130.51,2023-12-20 11:39:52,atm,normal
TX_000267,ACC_0051,ACC_0132,76.65,2023-05-13 07:07:35,atm,normal
TX_000268,ACC_0123,ACC_0114,761.39,2023-08-18 03:32:42,branch,normal
TX_000269,ACC_0108,ACC_0114,835.14,2023-05-13 08:01:17,online,normal
TX_000270,ACC_0128,ACC_0061,345.83,2023-03-08 23:36:24,online,normal
TX_000271,ACC_0072,ACC_0056,25.56,2023-01-19 19:43:07,wire,normal
TX_000272,ACC_0081,ACC_0058,535.06,2023-12-03 09:41:14,branch,normal
TX_000273,ACC_0127,ACC_0068,171.95,2023-11-15 13:41:18,online,normal
TX_000274,ACC_0081,ACC_0013,23.91,2023-08-14 23:11:05,online,normal
TX_000275,ACC_0052,ACC_0060,29.87,2023-12-22 01:51:20,branch,normal
TX_000276,ACC_0038,ACC_0143,74.86,2023-11-15 01:20:35,wire,normal
TX_000277,ACC_0131,ACC_0102,138.97,2023-11-28 08:08:55,atm,normal
TX_000278,ACC_0073,ACC_0077,318.93,2023-01-11 21:13:56,atm,normal
TX_000279,ACC_0078,ACC_0101,20.04,2023-10-06 07:08:00,wire,normal
TX_000280,ACC_0014,ACC_0001,143.81,2023-10-15 16:03:28,online,normal
TX_000281,ACC_0004,ACC_0143,30.42,2023-02-24 22:30:01,wire,normal
TX_000282,ACC_0020,ACC_0072,1014.63,2023-03-06 00:44:52,atm,normal
TX_000283,ACC_0048,ACC_0083,43.39,2023-12-21 19:39:47,branch,normal
TX_000284,ACC_0082,ACC_0013,10.54,2023-06-05 00:10:26,online,normal
TX_000285,ACC_0145,ACC_0026,170.51,2023-12-06 13:12:47,branch,normal
TX_000286,ACC_0074,ACC_0082,22.31,2023-07-19 18:01:41,online,normal
TX_000287,ACC_0134,ACC_0018,60.49,2023-11-21 06:21:14,wire,normal
TX_000288,ACC_0003,ACC_0067,22.34,2023-03-30 18:39:38,branch,normal
TX_000289,ACC_0056,ACC_0111,1044.25,2023-05-26 14:35:17,wire,normal
TX_000290,ACC_0005,ACC_0116,46.22,2023-07-16 16:44:19,online,normal
TX_000291,ACC_0124,ACC_0015,190.12,2023-06-03 19:16:13,atm,normal
TX_000292,ACC_0041,ACC_0142,871.7,2023-09-18 23:31:53,online,normal
TX_000293,ACC_0053,ACC_0109,21.34,2023-03-16 12:36:15,online,normal
TX_000294,ACC_0002,ACC_0147,177.9,2023-03-06 18:51:49,online,normal
TX_000295,ACC_0060,ACC_0148,139.92,2023-12-11 22:47:25,atm,normal
TX_000296,ACC_0130,ACC_0093,27.81,2023-08-21 05:04:21,wire,normal
TX_000297,ACC_0032,ACC_0026,27.48,2023-10-10 11:43:56,online,normal
TX_000298,ACC_0025,ACC_0067,67.57,2023-06-08 15:20:03,atm,normal
TX_000299,ACC_0028,ACC_0087,40.52,2023-11-09 19:59:46,atm,normal
TX_000300,ACC_0018,ACC_0038,11.59,2023-03-27 07:27:19,wire,normal
TX_000301,ACC_0034,ACC_0056,68.7,2023-06-07 14:37:45,online,normal
TX_000302,ACC_0095,ACC_0006,62.86,2023-04-20 01:54:55,online,normal
TX_000303,ACC_0039,ACC_0112,524.82,2023-02-02 03:13:45,online,normal
TX_000304,ACC_0044,ACC_0023,368.67,2023-09-22 15:11:16,atm,normal
TX_000305,ACC_0047,ACC_0021,68.8,2023-03-20 11:05:37,wire,normal
TX_000306,ACC_0068,ACC_0128,855.43,2023-09-30 23:05:55,branch,normal
TX_000307,ACC_0111,ACC_0123,93.62,2023-11-29 22:14:21,branch,normal
TX_000308,ACC_0110,ACC_0149,726.23,2023-04-03 01:34:07,wire,normal
TX_000309,ACC_0067,ACC_0116,208.11,2023-03-29 19:51:22,wire,normal
TX_000310,ACC_0039,ACC_0017,82.56,2023-01-10 22:20:06,online,normal
TX_000311,ACC_0040,ACC_0121,217.4,2023-11-13 01:14:11,wire,normal
TX_000312,ACC_0060,ACC_0001,146.48,2023-08-21 10:22:11,branch,normal
TX_000313,ACC_0108,ACC_0052,201.61,2023-06-17 06:28:25,online,normal
TX_000314,ACC_0085,ACC_0141,124.33,2023-05-10 10:55:03,atm,normal
TX_000315,ACC_0020,ACC_0059,254.09,2023-11-15 01:40:06,online,normal
TX_000316,ACC_0116,ACC_0125,137.8,2023-05-29 16:25:42,online,normal
TX_000317,ACC_0093,ACC_0072,280.98,2023-07-03 05:23:33,atm,normal
TX_000318,ACC_0026,ACC_0029,188.34,2023-08-06 01:09:22,online,normal
TX_000319,ACC_0102,ACC_0101,135.34,2023-10-15 01:23:49,online,normal
TX_000320,ACC_0141,ACC_0130,97.53,2023-09-22 01:09:43,online,normal
TX_000321,ACC_0104,ACC_0147,81.49,2023-03-05 16:21:26,online,normal
TX_000322,ACC_0021,ACC_0051,136.22,2023-05-05 11:15:37,atm,normal
TX_000323,ACC_0041,ACC_0122,1307.78,2023-12-21 10:11:16,wire,normal
TX_000324,ACC_0122,ACC_0090,1505.95,2023-04-19 07:27:34,online,normal
TX_000325,ACC_0105,ACC_0001,14.26,2023-05-09 11:52:53,online,normal
TX_000326,ACC_0079,ACC_0110,933.4,2023-06-19 21:26:13,wire,normal
TX_000327,ACC_0054,ACC_0137,1065.5,2023-09-10 20:54:51,online,normal
