user_id,order_date,product_category,revenue
U_00047,2025-09-27,Home,19.16
U_00047,2025-12-09,Home,33.11
U_00048,2025-08-07,Toys,35.95
U_00048,2025-10-13,Electronics,39.24
U_00048,2025-10-23,Beauty,14.53
U_00048,2025-12-10,Beauty,7.78
U_00048,2025-12-26,Electronics,12.81
U_00049,2025-07-08,Home,19.02
U_00049,2025-11-13,Home,11.09
U_00050,2025-07-05,Electronics,16.86
U_00050,2025-12-22,Electronics,20.59
U_00052,2025-07-23,Sports,23.94
U_00052,2025-08-02,Home,88.37
U_00052,2025-11-03,Beauty,99.04
U_00052,2025-11-14,Home,257.95
U_00054,2025-07-26,Toys,146.66
U_00054,2025-10-07,Toys,84.88
U_00056,2025-11-23,Fashion,19.54
U_00057,2025-07-27,Fashion,92.31
U_00057,2025-08-28,Sports,28.92
U_00057,2025-09-02,Grocery,126.67
U_00057,2025-09-27,Books,203.91
U_00057,2025-10-18,Sports,63.76
U_00057,2025-10-19,Home,118.06
U_00057,2025-11-16,Fashion,27.46
U_00057,2025-12-21,Sports,77.93
U_00057,2025-12-23,Sports,104.52
U_00058,2025-07-06,Electronics,73.8
U_00058,2025-07-22,Fashion,102.5
U_00058,2025-09-01,Electronics,98.37
U_00058,2025-10-12,Electronics,60.18
U_00058,2025-11-09,Beauty,74.92
U_00058,2025-11-22,Books,45.32
U_00059,2025-07-08,Beauty,168.36
U_00059,2025-07-14,Electronics,209.22
U_00059,2025-07-31,Electronics,143.75
U_00060,2025-08-12,Fashion,56.59
U_00060,2025-08-22,Books,81.34
U_00060,2025-08-24,Sports,163.33
U_00060,2025-09-02,Beauty,55.66
U_00060,2025-09-06,Fashion,71.07
U_00062,2025-08-26,Beauty,18.4
U_00064,2025-11-07,Beauty,16.21
U_00065,2025-11-05,Toys,16.74
U_00065,2025-12-26,Grocery,15.36
U_00067,2025-08-27,Beauty,36.89
U_00067,2025-09-30,Beauty,14.94
U_00068,2025-08-20,Books,15.76
U_00069,2025-08-28,Toys,63.45
U_00069,2025-09-06,Beauty,21.35
U_00070,2025-08-22,Toys,32.13
U_00070,2025-10-15,Books,26.17
U_00070,2025-12-28,Toys,26.19
U_00071,2025-07-26,Beauty,51.67
U_00071,2025-08-21,Beauty,82.46
U_00071,2025-09-09,Beauty,59.87
U_00071,2025-09-12,Fashion,98.94
U_00071,2025-10-11,Beauty,65.07
U_00071,2025-10-13,Beauty,23.93
U_00071,2025-11-10,Beauty,26.3
U_00071,2025-11-14,Beauty,43.54
U_00071,2025-11-20,Beauty,34.72
U_00071,2025-11-26,Beauty,94.95
U_00071,2025-12-01,Beauty,261.1
U_00071,2025-12-06,Beauty,60.34
U_00071,2025-12-16,Beauty,91.26
U_00072,2025-07-05,Beauty,22.31
U_00072,2025-10-16,Electronics,93.71
U_00072,2025-11-09,Beauty,90.47
U_00074,2025-10-04,Beauty,50.04
U_00074,2025-10-24,Beauty,79.39
U_00074,2025-11-16,Beauty,94.41
U_00074,2025-11-17,Beauty,205.64
U_00074,2025-11-28,Beauty,283.44
U_00074,2025-12-20,Beauty,181.56
U_00075,2025-10-22,Grocery,55.71
U_00076,2025-07-10,Grocery,49.13
U_00076,2025-07-13,Grocery,125.05
U_00076,2025-08-15,Electronics,179.82
U_00076,2025-08-24,Grocery,93.94
U_00076,2025-09-02,Electronics,138.67
U_00076,2025-09-22,Grocery,40.61
U_00076,2025-10-10,Grocery,36.06
U_00076,2025-10-30,Grocery,118.66
U_00078,2025-07-29,Home,42.19
U_00079,2025-08-21,Toys,26.49
U_00079,2025-08-27,Toys,34.08
U_00079,2025-12-07,Toys,40.45
U_00080,2025-09-29,Toys,28.43
U_00080,2025-10-08,Toys,78.19
U_00080,2025-11-11,Books,24.49
U_00081,2025-10-29,Fashion,28.87
U_00082,2025-09-03,Fashion,53.15
U_00082,2025-09-06,Fashion,26.44
U_00082,2025-11-07,Fashion,28.37
U_00083,2025-11-28,Beauty,102.68
U_00083,2025-12-18,Beauty,79.57
U_00084,2025-09-26,Sports,18.16
U_00084,2025-10-14,Sports,17.06
U_00085,2025-07-24,Beauty,170.08
U_00085,2025-08-19,Toys,144.19
U_00085,2025-08-26,Electronics,104.03
U_00085,2025-09-24,Beauty,47.62
U_00085,2025-10-28,Beauty,126.85
U_00085,2025-10-31,Beauty,98.18
U_00085,2025-11-06,Beauty,300.56
U_00085,2025-12-08,Beauty,107.97
U_00085,2025-12-29,Beauty,100.64
U_00088,2025-12-13,Toys,41.73
U_00089,2025-07-13,Home,44.34
U_00089,2025-07-23,Grocery,44.79
U_00089,2025-10-12,Home,63.25
U_00089,2025-10-27,Electronics,130.4
U_00090,2025-08-02,Sports,21.97
U_00090,2025-08-10,Home,25.23
U_00091,2025-09-10,Fashion,26.58
U_00091,2025-09-26,Home,38.38
U_00091,2025-12-09,Home,19.81
U_00092,2025-08-04,Fashion,33.34
U_00092,2025-08-30,Fashion,23.88
U_00092,2025-10-01,Electronics,55.03
U_00094,2025-07-25,Electronics,18.53
U_00094,2025-08-29,Electronics,21.14
U_00095,2025-08-21,Electronics,75.47
U_00095,2025-10-16,Electronics,148.99
U_00095,2025-10-23,Sports,103.41
U_00096,2025-07-25,Beauty,25.34
U_00096,2025-08-28,Grocery,56.19
U_00101,2025-10-20,Home,24.76
U_00101,2025-10-24,Books,58.84
U_00101,2025-10-27,Home,25.21
U_00101,2025-11-04,Home,8.13
U_00103,2025-08-04,Fashion,38.18
U_00103,2025-08-05,Fashion,38.01
U_00103,2025-08-15,Fashion,110.83
U_00103,2025-09-18,Fashion,89.65
U_00103,2025-10-05,Sports,15.01
U_00103,2025-10-12,Fashion,59.01
U_00104,2025-09-18,Fashion,15.73
U_00105,2025-08-04,Home,115.41
U_00105,2025-09-08,Sports,79.71
U_00105,2025-10-12,Sports,44.67
U_00105,2025-10-21,Sports,17.58
U_00105,2025-11-18,Sports,65.15
U_00105,2025-11-27,Sports,77.62
U_00105,2025-12-23,Grocery,32.13
U_00106,2025-09-20,Books,21.81
U_00107,2025-07-31,Home,35.8
U_00107,2025-08-24,Home,31.79
U_00107,2025-09-24,Home,39.82
U_00108,2025-10-31,Fashion,64.42
U_00109,2025-07-26,Grocery,141.82
U_00109,2025-08-06,Toys,69.1
U_00109,2025-09-15,Fashion,167.22
U_00109,2025-09-21,Home,166.41
U_00109,2025-11-02,Home,26.7
U_00109,2025-11-14,Home,41.0
U_00109,2025-12-09,Home,61.4
U_00109,2025-12-19,Home,82.98
U_00110,2025-07-19,Grocery,51.89
U_00110,2025-10-18,Grocery,45.01
U_00110,2025-11-03,Grocery,58.04
U_00111,2025-07-08,Grocery,23.01
U_00111,2025-09-24,Grocery,34.23
U_00112,2025-07-04,Books,71.36
U_00112,2025-09-18,Books,277.85
U_00112,2025-11-13,Books,66.39
U_00113,2025-09-28,Books,24.77
U_00113,2025-10-18,Electronics,22.98
U_00116,2025-07-20,Electronics,53.2
U_00116,2025-08-20,Fashion,27.9
U_00116,2025-10-09,Toys,89.32
U_00116,2025-11-18,Electronics,63.99
U_00116,2025-12-20,Fashion,65.82
U_00117,2025-07-10,Fashion,102.51
U_00117,2025-07-14,Electronics,44.0
U_00117,2025-09-09,Fashion,80.26
U_00117,2025-10-15,Grocery,12.07
U_00118,2025-07-17,Home,23.22
U_00118,2025-12-25,Electronics,15.87
U_00119,2025-07-13,Home,74.29
U_00119,2025-09-04,Home,53.56
U_00119,2025-10-16,Home,111.62
U_00119,2025-11-14,Home,42.52
U_00122,2025-09-08,Sports,55.79
U_00122,2025-10-01,Sports,40.52
U_00122,2025-12-19,Electronics,7.05
U_00123,2025-07-16,Home,23.41
U_00123,2025-07-21,Beauty,224.65
U_00123,2025-07-25,Beauty,73.57
U_00123,2025-07-28,Home,239.92
U_00123,2025-07-29,Home,65.01
U_00123,2025-08-22,Beauty,161.59
U_00123,2025-09-25,Home,59.96
U_00123,2025-10-02,Home,160.61
U_00124,2025-10-05,Electronics,67.07
U_00124,2025-10-18,Electronics,86.05
U_00124,2025-12-01,Electronics,72.49
U_00125,2025-07-11,Fashion,55.9
U_00125,2025-07-13,Electronics,67.68
U_00125,2025-07-19,Fashion,74.11
U_00125,2025-08-20,Fashion,34.73
U_00125,2025-09-12,Fashion,19.45
U_00125,2025-12-16,Fashion,141.95
U_00125,2025-12-19,Books,15.22
U_00126,2025-09-05,Sports,57.32
U_00126,2025-12-16,Sports,35.61
U_00126,2025-12-23,Sports,30.4
U_00129,2025-07-25,Beauty,23.77
U_00129,2025-12-04,Beauty,21.42
U_00131,2025-07-26,Home,33.71
U_00131,2025-08-28,Beauty,48.82
U_00131,2025-09-10,Beauty,110.36
U_00131,2025-09-26,Beauty,34.26
U_00131,2025-11-15,Beauty,62.39
U_00132,2025-09-30,Toys,71.87
U_00132,2025-10-13,Sports,65.84
U_00132,2025-10-19,Sports,99.26
U_00132,2025-12-02,Toys,155.45
U_00132,2025-12-03,Sports,70.0
U_00132,2025-12-06,Sports,54.43
U_00133,2025-07-27,Toys,21.51
U_00135,2025-10-02,Electronics,70.6
U_00136,2025-07-19,Books,57.52
U_00136,2025-07-29,Fashion,22.84
U_00136,2025-10-16,Beauty,52.17
U_00137,2025-07-28,Toys,5.23
U_00138,2025-09-08,Books,12.86
U_00139,2025-09-11,Sports,26.12
U_00139,2025-10-08,Sports,17.82
U_00139,2025-11-19,Sports,24.18
U_00139,2025-12-19,Sports,68.19
U_00140,2025-09-19,Fashion,229.59
U_00140,2025-10-28,Fashion,55.46
U_00142,2025-07-11,Electronics,13.26
U_00142,2025-11-25,Electronics,46.33
U_00142,2025-12-01,Electronics,21.5
U_00143,2025-08-18,Fashion,26.67
U_00143,2025-08-30,Books,113.27
U_00143,2025-09-03,Fashion,67.14
U_00143,2025-09-14,Electronics,62.72
U_00143,2025-09-23,Fashion,95.23
U_00143,2025-10-03,Fashion,44.73
U_00145,2025-08-17,Grocery,54.5
U_00145,2025-08-29,Grocery,117.04
U_00145,2025-09-30,Grocery,22.76
U_00147,2025-07-07,Toys,18.41
U_00147,2025-08-16,Electronics,20.03
U_00147,2025-08-28,Toys,19.25
U_00147,2025-10-20,Toys,21.06
U_00148,2025-08-27,Sports,11.33
U_00148,2025-09-15,Sports,7.21
U_00149,2025-08-25,Grocery,31.85
U_00149,2025-09-10,Sports,24.49
U_00150,2025-07-08,Books,122.84
U_00150,2025-08-16,Books,40.24
U_00150,2025-10-21,Grocery,188.4
U_00150,2025-11-18,Books,134.98
U_00150,2025-12-23,Sports,56.89
U_00152,2025-08-17,Home,23.04
U_00152,2025-12-16,Grocery,32.35
U_00153,2025-07-08,Grocery,6.58
U_00154,2025-12-17,Sports,10.09
U_00155,2025-08-30,Beauty,9.23
U_00158,2025-07-18,Sports,139.3
U_00158,2025-07-23,Sports,50.98
U_00158,2025-08-12,Grocery,89.93
U_00158,2025-08-27,Fashion,20.49
U_00158,2025-09-24,Home,40.13
U_00158,2025-10-17,Sports,118.17
U_00158,2025-10-23,Home,22.39
U_00158,2025-10-25,Fashion,93.18
U_00158,2025-11-12,Sports,58.31
U_00158,2025-12-03,Sports,65.51
U_00158,2025-12-12,Sports,24.44
U_00158,2025-12-15,Sports,82.74
U_00158,2025-12-19,Sports,105.09
U_00159,2025-09-14,Electronics,67.42
U_00160,2025-08-18,Toys,56.8
U_00163,2025-12-20,Sports,139.26
U_00164,2025-07-16,Beauty,15.67
U_00164,2025-12-20,Electronics,66.49
U_00164,2025-12-23,Electronics,54.77
U_00165,2025-10-23,Home,14.25
U_00166,2025-08-08,Grocery,93.26
U_00166,2025-08-24,Grocery,50.95
U_00167,2025-07-21,Electronics,34.29
U_00168,2025-07-23,Books,48.47
U_00168,2025-08-02,Beauty,37.5
U_00168,2025-08-14,Toys,29.68
U_00168,2025-09-22,Beauty,51.49
U_00169,2025-11-12,Toys,67.57
U_00174,2025-07-26,Fashion,12.15
U_00174,2025-10-11,Beauty,8.34
U_00174,2025-10-18,Fashion,22.55
U_00174,2025-11-13,Fashion,17.29
U_00174,2025-12-15,Fashion,73.84
U_00174,2025-12-18,Fashion,20.67
U_00175,2025-07-04,Sports,24.45
U_00175,2025-11-11,Books,17.26
U_00177,2025-07-12,Electronics,81.98
U_00177,2025-10-11,Sports,203.71
U_00179,2025-12-15,Toys,39.7
U_00181,2025-08-05,Grocery,92.64
U_00181,2025-08-29,Home,47.88
U_00182,2025-07-11,Toys,45.37
U_00182,2025-11-20,Toys,127.96
U_00182,2025-11-26,Toys,68.86
U_00182,2025-11-29,Books,25.8
U_00182,2025-12-10,Toys,37.42
U_00182,2025-12-18,Sports,109.13
U_00183,2025-08-21,Beauty,19.08
U_00185,2025-10-29,Toys,20.64
U_00186,2025-09-23,Toys,128.46
U_00186,2025-12-28,Home,43.57
U_00188,2025-09-29,Fashion,31.53
U_00189,2025-07-26,Home,12.6
U_00189,2025-10-04,Home,14.89
U_00190,2025-10-30,Toys,87.14
U_00191,2025-08-11,Beauty,39.64
U_00191,2025-08-25,Toys,19.94
U_00193,2025-07-04,Toys,16.82
U_00193,2025-08-10,Toys,52.22
U_00194,2025-11-05,Home,33.69
U_00195,2025-08-13,Grocery,61.77
U_00196,2025-08-31,Books,17.63
U_00197,2025-09-05,Books,62.62
U_00197,2025-09-06,Books,118.52
U_00199,2025-07-15,Grocery,8.59
U_00201,2025-11-13,Books,7.95
U_00202,2025-07-06,Electronics,52.67
U_00202,2025-08-06,Electronics,104.14
U_00202,2025-08-29,Electronics,11.51
U_00202,2025-10-30,Electronics,68.64
U_00202,2025-10-31,Electronics,23.87
U_00202,2025-11-20,Electronics,68.31
U_00202,2025-12-01,Electronics,54.47
U_00202,2025-12-18,Electronics,30.93
U_00203,2025-07-12,Electronics,19.46
U_00203,2025-10-03,Electronics,17.4
U_00203,2025-10-28,Beauty,18.43
U_00203,2025-12-04,Electronics,25.43
U_00203,2025-12-24,Electronics,42.66
U_00204,2025-09-14,Toys,34.17
U_00205,2025-07-15,Home,96.37
U_00205,2025-08-03,Home,29.9
U_00205,2025-08-06,Books,83.61
U_00205,2025-08-13,Toys,54.66
U_00205,2025-09-04,Books,81.17
U_00205,2025-09-06,Books,52.93
U_00205,2025-09-10,Books,171.25
U_00205,2025-09-18,Home,152.21
U_00205,2025-10-22,Books,34.15
U_00205,2025-11-04,Books,150.89
U_00205,2025-11-13,Electronics,131.69
U_00205,2025-11-23,Books,125.32
U_00205,2025-12-19,Books,274.86
U_00206,2025-07-30,Grocery,52.47
U_00206,2025-10-20,Grocery,38.07
U_00208,2025-07-13,Sports,223.91
U_00208,2025-08-02,Electronics,124.96
U_00208,2025-08-08,Electronics,112.59
U_00208,2025-08-22,Electronics,22.72
U_00208,2025-08-30,Electronics,72.51
U_00208,2025-09-13,Beauty,38.35
U_00208,2025-09-22,Grocery,124.13
U_00208,2025-09-25,Electronics,317.0
U_00208,2025-10-22,Fashion,238.58
U_00208,2025-11-28,Fashion,127.01
U_00209,2025-07-13,Beauty,13.83
U_00209,2025-08-29,Fashion,52.67
U_00211,2025-08-28,Toys,27.66
U_00211,2025-09-11,Toys,32.95
U_00211,2025-09-12,Toys,16.16
U_00211,2025-09-14,Toys,56.72
U_00211,2025-11-18,Toys,13.44
U_00211,2025-12-01,Toys,10.39
U_00212,2025-07-22,Electronics,46.25
U_00212,2025-07-30,Sports,106.67
U_00212,2025-09-16,Sports,101.96
U_00212,2025-10-20,Sports,40.72
U_00213,2025-08-02,Sports,46.15
U_00213,2025-08-22,Sports,48.55
U_00213,2025-09-03,Sports,128.61
U_00213,2025-10-17,Sports,23.05
U_00213,2025-11-12,Sports,12.64
U_00213,2025-11-18,Sports,28.54
U_00213,2025-12-09,Home,30.22
U_00213,2025-12-14,Sports,20.85
U_00213,2025-12-26,Sports,23.23
U_00215,2025-07-27,Grocery,34.51
U_00215,2025-08-14,Grocery,84.06
U_00215,2025-09-09,Sports,43.35
U_00215,2025-10-17,Electronics,114.45
U_00216,2025-08-02,Home,13.7
U_00216,2025-08-04,Electronics,118.81
U_00216,2025-08-20,Home,44.94
U_00216,2025-09-25,Fashion,62.65
U_00216,2025-10-22,Books,83.28
U_00216,2025-12-08,Electronics,14.0
U_00217,2025-08-09,Sports,103.85
U_00217,2025-09-02,Beauty,16.71
U_00217,2025-12-08,Sports,185.91
U_00219,2025-09-17,Home,20.39
U_00220,2025-08-31,Fashion,36.03
U_00220,2025-10-19,Books,26.12
U_00220,2025-11-07,Home,143.87
U_00220,2025-11-13,Fashion,58.42
U_00220,2025-11-16,Fashion,190.37
U_00221,2025-08-04,Fashion,25.05
U_00221,2025-08-19,Fashion,53.98
U_00221,2025-08-25,Fashion,93.02
U_00221,2025-09-08,Fashion,154.33
U_00221,2025-09-20,Fashion,73.71
U_00224,2025-09-07,Grocery,32.29
U_00224,2025-09-16,Grocery,19.68
U_00224,2025-11-11,Books,93.79
U_00224,2025-12-04,Grocery,48.9
U_00226,2025-08-10,Toys,31.64
U_00229,2025-07-25,Grocery,14.61
U_00229,2025-11-17,Grocery,8.17
U_00230,2025-08-16,Beauty,29.04
U_00230,2025-11-23,Sports,15.61
U_00231,2025-08-29,Books,13.98
U_00231,2025-08-31,Electronics,26.02
U_00231,2025-12-17,Electronics,12.85
U_00232,2025-09-10,Electronics,40.9
U_00232,2025-10-05,Toys,32.74
U_00232,2025-11-06,Books,30.97
U_00233,2025-09-23,Fashion,50.96
U_00233,2025-12-18,Grocery,22.91
U_00234,2025-08-09,Toys,138.27
U_00234,2025-09-16,Beauty,69.18
U_00234,2025-11-07,Toys,52.07
U_00234,2025-12-03,Grocery,66.24
U_00234,2025-12-05,Beauty,52.91
U_00235,2025-08-29,Electronics,90.36
U_00235,2025-09-04,Beauty,141.03
U_00235,2025-09-08,Books,50.09
U_00235,2025-09-17,Beauty,47.44
U_00235,2025-10-09,Sports,23.65
U_00235,2025-10-13,Home,68.66
U_00235,2025-10-16,Books,54.04
U_00235,2025-10-19,Beauty,86.95
U_00235,2025-12-08,Beauty,88.06
U_00236,2025-12-18,Fashion,37.66
U_00237,2025-11-21,Beauty,52.56
U_00242,2025-07-10,Toys,10.98
U_00243,2025-07-18,Home,74.98
U_00243,2025-07-22,Grocery,11.69
U_00243,2025-10-23,Electronics,77.32
U_00243,2025-12-22,Beauty,177.46
U_00245,2025-08-04,Beauty,21.23
U_00245,2025-08-07,Beauty,82.58
U_00245,2025-08-17,Beauty,26.35
U_00245,2025-08-19,Beauty,43.31
U_00245,2025-08-29,Beauty,129.57
U_00246,2025-10-02,Sports,12.27
U_00246,2025-10-09,Beauty,16.2
U_00246,2025-10-12,Sports,32.95
U_00247,2025-09-30,Grocery,20.14
U_00248,2025-08-30,Electronics,32.78
U_00248,2025-09-30,Electronics,73.53
U_00248,2025-11-08,Electronics,25.54
U_00251,2025-09-11,Beauty,19.69
U_00251,2025-11-10,Beauty,35.39
U_00252,2025-07-07,Books,80.62
U_00253,2025-09-10,Grocery,37.76
U_00254,2025-09-01,Sports,37.7
U_00254,2025-12-24,Sports,37.18
U_00255,2025-08-29,Sports,9.59
U_00256,2025-08-24,Beauty,11.98
U_00256,2025-12-19,Beauty,13.04
U_00257,2025-07-18,Fashion,91.41
U_00257,2025-07-23,Beauty,33.01
U_00257,2025-08-03,Beauty,23.12
U_00257,2025-08-06,Beauty,21.47
U_00257,2025-08-10,Beauty,169.47
U_00257,2025-08-28,Beauty,212.16
U_00257,2025-09-01,Beauty,187.17
U_00257,2025-09-16,Books,414.92
U_00257,2025-10-07,Beauty,162.1
U_00257,2025-10-21,Beauty,84.02
U_00258,2025-08-15,Fashion,11.21
U_00259,2025-07-28,Fashion,146.06
U_00259,2025-07-31,Toys,46.18
U_00259,2025-08-13,Fashion,59.97
U_00259,2025-08-19,Fashion,143.95
U_00259,2025-09-07,Home,23.0
U_00259,2025-09-11,Fashion,22.5
U_00259,2025-11-29,Fashion,49.98
U_00261,2025-07-17,Electronics,39.68
U_00261,2025-09-21,Electronics,87.66
U_00261,2025-11-21,Electronics,73.83
U_00261,2025-12-21,Electronics,98.14
U_00263,2025-07-08,Electronics,11.18
U_00263,2025-08-27,Books,142.52
U_00263,2025-09-14,Electronics,48.58
U_00263,2025-10-24,Books,56.58
U_00263,2025-11-11,Electronics,114.22
U_00263,2025-12-09,Electronics,139.83
U_00264,2025-08-05,Toys,63.03
U_00264,2025-09-20,Toys,61.29
U_00264,2025-09-25,Books,57.61
U_00264,2025-09-30,Fashion,86.09
U_00264,2025-10-25,Toys,97.98
U_00264,2025-11-14,Toys,89.56
U_00264,2025-11-26,Toys,26.08
U_00264,2025-12-20,Toys,65.5
U_00270,2025-09-04,Electronics,57.65
U_00271,2025-07-17,Home,153.78
U_00271,2025-09-18,Fashion,32.05
U_00271,2025-11-03,Fashion,80.94
U_00271,2025-12-03,Fashion,12.98
U_00272,2025-08-16,Fashion,40.58
U_00272,2025-12-16,Fashion,19.23
U_00272,2025-12-27,Fashion,32.44
U_00273,2025-07-17,Books,25.63
U_00273,2025-08-06,Grocery,224.45
U_00273,2025-09-24,Books,145.7
U_00273,2025-10-01,Books,71.43
U_00273,2025-10-03,Books,154.52
U_00274,2025-11-28,Fashion,39.28
U_00274,2025-12-21,Fashion,17.58
U_00275,2025-07-07,Fashion,31.72
U_00275,2025-07-11,Fashion,86.35
U_00275,2025-07-22,Toys,19.0
U_00275,2025-08-23,Toys,100.52
U_00275,2025-08-27,Sports,94.09
U_00275,2025-08-29,Toys,29.81
U_00275,2025-10-19,Fashion,84.94
U_00275,2025-10-25,Toys,155.87
U_00275,2025-11-01,Toys,65.86
U_00275,2025-12-15,Books,58.05
U_00276,2025-10-25,Fashion,52.62
U_00277,2025-07-24,Toys,6.74
U_00277,2025-10-03,Grocery,21.97
U_00278,2025-07-21,Sports,41.48
U_00278,2025-09-01,Beauty,29.74
U_00278,2025-09-16,Grocery,13.04
U_00280,2025-08-25,Fashion,18.11
