user_id,plan_type,region,account_age_days,recency_days,frequency_7d,frequency_30d,monetary_30d,monetary_total,avg_session_duration,recent_avg_duration,avg_pages_viewed,login_trend_slope,n_orders_total,avg_order_value,top_category,churn_label,ltv_12m
U_00041,Pro,East,533,15,0,2,0.0,199.12,8.411666666666667,0.0,18.444444444444443,-0.10489510489510491,3,66.37333333333333,Grocery,0,136.3579737335835
U_00042,Pro,North,6,14,0,3,31.01,311.05,10.314193548387099,0.0,22.93548387096774,0.0014705882352940962,5,62.21,Books,0,3784.441666666667
U_00043,Free,West,107,4,3,6,17.62,51.09,11.762083333333331,11.1025,26.833333333333332,0.04195804195804201,3,17.03,Grocery,0,174.27897196261682
U_00044,Pro,North,592,125,0,0,93.32,195.76999999999998,8.505,0.0,19.75,-2.0083673326242142e-16,3,65.25666666666666,Grocery,1,120.70278716216215
U_00045,Enterprise,North,240,3,1,8,602.75,1786.3000000000002,10.316060606060606,10.565,22.606060606060606,-0.023735810113519048,16,111.64375000000001,Grocery,0,2716.6645833333337
U_00046,Free,South,293,13,0,5,0.0,28.99,5.657142857142857,3.95,12.333333333333334,0.06785714285714284,1,28.99,Fashion,0,36.113822525597264
U_00047,Free,North,-80,2,2,8,0.0,70.35,10.515454545454547,10.157499999999999,22.545454545454547,-0.0017543859649122929,3,23.45,Home,0,855.925
U_00048,Pro,North,75,2,1,3,0.0,89.72,6.834444444444444,5.275,14.88888888888889,0.010989010989011047,3,29.906666666666666,Beauty,0,436.6373333333333
U_00049,Free,North,546,2,2,6,11.09,30.11,7.569166666666667,6.09,16.166666666666668,0.047471620227038186,2,15.055,Home,0,20.128479853479853
U_00050,Free,North,-192,4,1,7,0.0,16.86,7.048076923076923,6.025,14.653846153846153,0.014705882352941223,1,16.86,Electronics,0,205.12999999999997
U_00051,Free,South,727,67,0,0,0.0,0.0,3.525,0.0,7.333333333333333,0.19999999999999996,0,0.0,None,1,0.0
U_00052,Enterprise,East,407,7,0,3,356.99,469.3,6.38421052631579,5.59,13.578947368421053,2.4578511201093135e-17,4,117.325,Home,0,420.87100737100735
U_00053,Pro,North,45,122,0,0,0.0,0.0,5.74,0.0,14.0,0.0,0,0.0,None,1,0.0
U_00054,Pro,West,690,82,0,0,0.0,231.54,5.714,0.0,12.4,-0.16666666666666644,2,115.77,Toys,0,122.48130434782608
U_00055,Free,North,331,64,0,0,0.0,0.0,3.0122222222222224,0.0,6.111111111111111,0.2571428571428571,0,0.0,None,1,0.0
U_00056,Pro,East,811,1,1,3,19.54,19.54,5.326666666666666,5.25,12.555555555555555,-0.02197802197802199,1,19.54,Fashion,0,8.794204685573366
U_00057,Enterprise,South,140,9,0,2,27.46,661.0900000000001,5.754375,3.88,12.1875,0.017582417582417544,7,94.44142857142859,Fashion,0,1723.5560714285718
U_00058,Pro,East,37,16,0,5,120.24000000000001,455.09000000000003,9.909677419354841,0.0,22.612903225806452,0.04166666666666668,6,75.84833333333334,Electronics,0,4489.401351351352
U_00059,Enterprise,East,242,142,0,0,0.0,521.33,3.11,0.0,7.0,0.0,3,173.77666666666667,Electronics,1,786.3035123966944
U_00060,Pro,East,-81,45,0,0,0.0,427.98999999999995,6.48875,0.0,14.25,0.03571428571428577,5,85.59799999999998,Fashion,1,5207.211666666666
U_00061,Pro,East,518,3,1,1,0.0,0.0,0.4666666666666666,0.8,1.0,1.0276789547548596e-16,0,0.0,None,1,0.0
U_00062,Free,South,111,10,0,2,0.0,18.4,5.664666666666665,10.1,12.533333333333333,-0.02727272727272729,1,18.4,Beauty,1,60.5045045045045
U_00063,Free,South,219,2,1,1,0.0,0.0,1.647777777777778,0.3,3.4444444444444446,6.633138920230202e-17,0,0.0,None,0,0.0
U_00064,Free,South,234,1,3,9,16.21,16.21,7.356428571428572,8.190000000000001,15.5,-0.026470588235294093,1,16.21,Beauty,0,25.28482905982906
U_00065,Free,North,366,8,0,6,16.74,16.74,8.863125,11.233333333333334,18.8125,0.14545454545454545,1,16.74,Toys,0,16.694262295081966
U_00066,Enterprise,West,-43,88,0,0,0.0,0.0,3.646,0.0,8.4,-0.5000000000000003,0,0.0,None,1,0.0
U_00067,Free,East,-155,9,0,4,0.0,51.83,6.998333333333334,7.343333333333334,15.416666666666666,0.14285714285714288,2,25.915,Beauty,0,630.5983333333334
U_00068,Free,East,347,85,0,0,0.0,15.76,1.7757142857142856,0.0,3.857142857142857,-0.14285714285714293,1,15.76,Books,1,16.577521613832854
U_00069,Free,North,145,56,0,0,0.0,84.80000000000001,8.181333333333333,0.0,18.4,0.15476190476190477,2,42.400000000000006,Beauty,1,213.4620689655173
U_00070,Free,South,788,2,3,6,0.0,58.300000000000004,10.523500000000002,11.405000000000001,23.05,0.032352941176470605,2,29.150000000000002,Books,0,27.004441624365487
U_00071,Enterprise,West,105,0,2,4,199.51,581.45,6.731428571428572,8.545,15.285714285714286,0.02696078431372549,10,58.145,Beauty,0,2021.2309523809524
U_00072,Pro,East,163,5,1,2,90.47,206.49,3.5475,3.7199999999999998,7.75,-0.027272727272727185,3,68.83,Beauty,0,462.3855828220859
U_00073,Pro,North,-206,36,0,0,0.0,0.0,2.3333333333333335,0.0,5.666666666666667,0.9999999999999998,0,0.0,None,1,0.0
U_00074,Enterprise,West,-24,1,1,3,583.49,712.9200000000001,8.806818181818182,10.05,18.818181818181817,-0.11071428571428563,5,142.584,Beauty,0,7040.131324358977
U_00075,Free,East,549,2,2,9,0.0,55.71,10.108518518518519,11.148,22.074074074074073,0.10714285714285715,1,55.71,Grocery,0,37.03852459016394
U_00076,Enterprise,West,441,19,0,4,0.0,781.94,9.26,0.0,19.2,0.019780219780219734,8,97.7425,Grocery,1,647.1839002267575
U_00077,Free,South,140,7,0,1,0.0,0.0,3.7399999999999998,5.02,7.5,6.729156486047637e-17,0,0.0,None,0,0.0
U_00078,Pro,North,828,56,0,0,0.0,42.19,3.367777777777778,0.0,6.777777777777778,5.664759402336449e-18,1,42.19,Home,1,18.59824879227053
U_00079,Free,South,360,27,0,1,0.0,60.56999999999999,4.304285714285714,0.0,9.142857142857142,0.016483516483516522,2,30.284999999999997,Toys,0,61.411249999999995
U_00080,Pro,East,673,1,1,4,24.49,131.11,3.655384615384615,1.05,8.76923076923077,0.01818181818181817,3,43.70333333333334,Toys,0,71.10720653789005
U_00081,Free,North,728,7,0,6,0.0,28.87,9.152999999999999,11.31,19.9,-0.04656862745098039,1,28.87,Fashion,0,14.474656593406594
U_00082,Free,South,790,4,1,2,28.37,107.96000000000001,9.0535,10.11,19.05,0.04895104895104892,3,35.98666666666667,Fashion,0,49.88025316455697
U_00083,Pro,South,34,4,1,1,102.68,102.68,6.717142857142858,5.78,15.071428571428571,4.907883631361786e-17,1,102.68,Beauty,0,1102.3
U_00084,Free,South,715,1,2,6,0.0,35.22,5.920555555555556,8.477500000000001,13.5,0.06363636363636364,2,17.61,Sports,0,17.979440559440558
U_00085,Enterprise,East,589,2,2,6,300.56,991.51,7.287000000000002,5.28,15.2,0.08791208791208795,7,141.6442857142857,Beauty,0,614.4331918505942
U_00086,Pro,South,436,64,0,0,0.0,0.0,1.98,0.0,5.0,-7.850462293418875e-17,0,0.0,None,1,0.0
U_00087,Pro,West,-76,98,0,0,0.0,0.0,5.484,0.0,11.2,0.17142857142857118,0,0.0,None,1,0.0
U_00088,Free,South,767,6,1,5,0.0,0.0,9.28057142857143,11.04,20.2,-0.027863777089783236,0,0.0,None,0,0.0
U_00089,Pro,North,374,3,1,3,0.0,282.78,7.589565217391305,5.18,16.043478260869566,0.009803921568627506,4,70.695,Home,0,275.97513368983954
U_00090,Free,North,267,28,0,1,0.0,47.2,3.3462500000000004,0.0,8.125,0.29999999999999993,2,23.6,Home,1,64.52434456928839
U_00091,Pro,South,-89,58,0,0,0.0,64.96000000000001,4.528,0.0,9.6,-0.14285714285714257,2,32.480000000000004,Fashion,0,790.3466666666668
U_00092,Free,North,-21,0,4,12,0.0,112.25,8.083225806451612,7.315,17.806451612903224,0.09803921568627451,3,37.416666666666664,Fashion,0,1365.7083333333333
U_00093,Free,North,-69,19,0,2,0.0,0.0,2.896,0.0,5.8,-1.0507920739455759e-16,0,0.0,None,0,0.0
U_00094,Free,South,556,43,0,0,0.0,39.67,6.989999999999999,0.0,13.666666666666666,-0.04999999999999994,2,19.835,Electronics,1,26.042356115107914
U_00095,Pro,North,410,14,0,3,0.0,327.87,5.862500000000001,0.0,11.45,0.06043956043956051,3,109.29,Electronics,0,291.8842682926829
U_00096,Free,North,470,1,1,1,0.0,81.53,5.301428571428572,2.47,11.857142857142858,4.8870404991229254e-17,2,40.765,Beauty,0,63.31585106382979
U_00097,Free,East,-90,10,0,1,0.0,0.0,7.741000000000001,2.37,15.1,6.363375692412363e-17,0,0.0,None,0,0.0
U_00098,Free,East,-168,30,0,0,0.0,0.0,0.7525,0.0,1.5,-2.0083673326242142e-16,0,0.0,None,1,0.0
U_00099,Pro,South,692,14,0,2,0.0,0.0,2.6787500000000004,0.0,5.125,0.11428571428571427,0,0.0,None,1,0.0
U_00100,Free,South,665,27,0,1,0.0,0.0,8.567499999999999,0.0,18.375,-0.057142857142857134,0,0.0,None,1,0.0
U_00101,Free,West,605,0,2,6,8.13,116.94,7.609583333333333,7.5475,16.875,-0.02058823529411759,4,29.235,Home,0,70.5505785123967
U_00102,Free,West,604,1,3,7,0.0,0.0,6.755454545454546,7.889999999999999,16.09090909090909,0.09090909090909098,0,0.0,None,0,0.0
U_00103,Pro,South,336,35,0,0,0.0,350.68999999999994,7.0155,0.0,16.15,0.10909090909090907,6,58.44833333333332,Fashion,1,380.95788690476184
U_00104,Free,South,224,57,0,0,0.0,15.73,2.0516666666666663,0.0,4.333333333333333,0.19999999999999996,1,15.73,Fashion,0,25.631473214285716
U_00105,Enterprise,North,572,0,1,4,142.77,400.14,8.525217391304347,5.62,19.608695652173914,0.057142857142857155,6,66.69,Sports,0,255.3340909090909
U_00106,Free,South,848,14,0,4,0.0,21.81,7.965882352941177,0.0,17.235294117647058,0.16363636363636364,1,21.81,Books,0,9.387558962264151
U_00107,Free,West,406,56,0,0,0.0,107.41,5.131538461538461,0.0,11.538461538461538,-0.006060606060606118,3,35.803333333333335,Home,1,96.56317733990149
U_00108,Free,West,459,15,0,5,0.0,64.42,9.59962962962963,0.0,20.296296296296298,0.022058823529411763,1,64.42,Fashion,0,51.22723311546841
U_00109,Pro,South,249,2,1,4,67.7,612.25,6.5825000000000005,10.08,14.8,0.005494505494505585,6,102.04166666666667,Home,0,897.4748995983936
U_00110,Pro,West,-164,1,1,4,58.04,154.94,8.431875,7.03,18.75,4.103710860630846e-18,3,51.64666666666667,Grocery,0,1885.1033333333332
U_00111,Free,South,116,2,1,7,0.0,57.239999999999995,10.538437499999999,12.2375,22.03125,-0.012383900928792548,2,28.619999999999997,Grocery,0,180.10862068965514
U_00112,Pro,North,303,0,1,2,66.39,415.6,8.015263157894738,6.8,16.894736842105264,-0.0659340659340659,3,138.53333333333333,Books,0,500.64026402640263
U_00113,Free,East,194,42,0,0,0.0,47.75,5.553571428571429,0.0,12.857142857142858,1.5965075749825097e-16,2,23.875,Books,1,89.8389175257732
U_00114,Free,North,132,6,1,1,0.0,0.0,6.984999999999999,2.57,16.071428571428573,0.033333333333333506,0,0.0,None,1,0.0
U_00115,Free,East,795,6,1,9,0.0,0.0,8.7832,9.61,20.08,0.0637254901960784,0,0.0,None,0,0.0
U_00116,Pro,South,-106,0,1,8,63.99,234.41,8.7052,9.065999999999999,19.48,0.09264705882352943,4,58.6025,Electronics,0,2851.9883333333332
U_00117,Pro,East,21,3,3,6,0.0,238.83999999999997,8.639130434782611,8.156666666666666,19.869565217391305,0.11538461538461539,4,59.709999999999994,Fashion,0,2905.8866666666663
U_00118,Free,South,-80,10,0,3,0.0,23.22,7.594333333333333,3.64,16.8,-0.014447884416924664,1,23.22,Home,0,282.51
U_00119,Pro,West,2,0,2,6,42.52,281.99,8.489583333333334,8.8325,18.875,1.4464671552129535e-17,4,70.4975,Home,0,3430.878333333333
U_00120,Free,South,434,30,0,0,0.0,0.0,2.9949999999999997,0.0,5.833333333333333,-0.20000000000000043,0,0.0,None,1,0.0
U_00121,Free,East,427,75,0,0,0.0,0.0,1.795,0.0,2.5,-7.850462293418875e-17,0,0.0,None,0,0.0
U_00122,Free,North,742,15,0,4,0.0,96.31,9.90090909090909,0.0,22.181818181818183,0.016483516483516484,2,48.155,Sports,0,47.37621293800539
U_00123,Pro,North,176,28,0,1,0.0,1008.72,8.308571428571428,0.0,18.428571428571427,-0.024175824175824222,8,126.09,Home,1,2091.947727272727
U_00124,Pro,North,786,0,2,4,0.0,153.12,5.197692307692307,8.430000000000001,11.461538461538462,0.045454545454545504,2,76.56,Electronics,0,71.10534351145039
U_00125,Pro,South,781,0,2,5,0.0,251.86999999999998,8.721111111111112,7.433333333333334,18.37037037037037,-0.048503611971104185,5,50.373999999999995,Fashion,0,117.71133162612034
U_00126,Free,North,630,11,0,5,0.0,57.32,7.8448,11.073333333333332,16.96,0.01225490196078433,1,57.32,Sports,0,33.20920634920635
U_00127,Pro,East,679,39,0,0,0.0,0.0,2.78,0.0,5.0,0.0,0,0.0,None,1,0.0
U_00128,Free,South,490,56,0,0,0.0,0.0,5.069999999999999,0.0,9.727272727272727,0.10714285714285719,0,0.0,None,1,0.0
U_00129,Free,North,796,2,3,8,0.0,23.77,10.300833333333335,10.2,22.52777777777778,0.04334365325077397,1,23.77,Beauty,0,10.899560301507538
U_00130,Free,North,852,102,0,0,0.0,0.0,2.4000000000000004,0.0,5.666666666666667,1.0276789547548596e-16,0,0.0,None,0,0.0
U_00131,Pro,East,691,1,2,3,62.39,289.53999999999996,6.375,6.630000000000001,13.0,0.0121212121212121,5,57.907999999999994,Beauty,0,152.9408104196816
U_00132,Pro,South,744,3,1,4,0.0,236.97000000000003,8.605,12.695,18.346153846153847,-0.0049019607843136664,3,78.99000000000001,Sports,0,116.2554435483871
U_00133,Free,South,465,20,0,2,0.0,21.51,3.3449999999999998,0.0,7.125,-0.1071428571428571,1,21.51,Toys,0,16.8841935483871
U_00134,Free,North,825,15,0,4,0.0,0.0,11.896562499999998,0.0,26.625,0.04953560371517027,0,0.0,None,0,0.0
U_00135,Free,North,-80,46,0,0,0.0,70.6,6.921764705882353,0.0,14.470588235294118,0.018181818181818087,1,70.6,Electronics,1,858.9666666666666
U_00136,Pro,West,198,8,0,4,0.0,132.53,5.930526315789474,5.56,13.368421052631579,-0.015384615384615453,3,44.17666666666667,Beauty,0,244.31035353535353
U_00137,Free,North,694,0,4,7,0.0,5.23,7.221500000000002,4.935,14.6,0.12587412587412586,1,5.23,Toys,0,2.7506484149855908
U_00138,Free,West,584,12,0,2,0.0,12.86,4.917142857142857,6.49,10.857142857142858,4.8870404991229254e-17,1,12.86,Books,0,8.0375
U_00139,Free,East,482,8,0,4,24.18,68.12,9.530689655172415,10.433333333333332,19.862068965517242,0.07500000000000005,3,22.706666666666667,Sports,0,51.58464730290457
U_00140,Pro,East,464,25,0,1,0.0,285.05,7.307499999999998,0.0,17.5,0.03333333333333339,2,142.525,Fashion,0,224.2311422413793
U_00141,Free,West,722,101,0,0,0.0,0.0,3.844,0.0,7.6,-1.0507920739455759e-16,0,0.0,None,1,0.0
U_00142,Free,South,-52,4,1,1,46.33,59.589999999999996,7.009375,2.87,15.6875,-0.14285714285714254,2,29.794999999999998,Electronics,0,725.0116666666667
U_00143,Enterprise,East,-206,9,0,2,0.0,409.76,5.174615384615384,4.56,11.384615384615385,-0.02727272727272726,6,68.29333333333334,Fashion,0,4985.413333333334
U_00144,Free,North,356,76,0,0,0.0,0.0,6.694375,0.0,14.9375,-0.09696969696969684,0,0.0,None,1,0.0
U_00145,Pro,East,337,87,0,0,0.0,194.3,3.5420000000000003,0.0,8.4,-0.3000000000000005,3,64.76666666666667,Grocery,1,210.44362017804156
U_00146,Pro,East,761,69,0,0,0.0,0.0,2.49,0.0,5.8,-0.11904761904761897,0,0.0,None,1,0.0
U_00147,Free,South,744,2,2,5,0.0,78.75,9.22,10.2225,21.666666666666668,0.05147058823529411,4,19.6875,Toys,0,38.63407258064516
U_00148,Free,West,487,60,0,0,0.0,18.54,7.09090909090909,0.0,14.909090909090908,-0.07142857142857144,2,9.27,Sports,1,13.895482546201231
U_00149,Free,East,570,1,1,3,0.0,56.34,8.276521739130434,6.6,17.73913043478261,-0.04437564499484,2,28.17,Grocery,0,36.07736842105263
U_00150,Enterprise,South,-31,1,3,3,134.98,486.46000000000004,3.326470588235294,2.08,7.176470588235294,0.08741258741258742,4,121.61500000000001,Books,0,5918.596666666666
U_00151,Free,South,680,96,0,0,0.0,0.0,4.12625,0.0,10.25,0.05714285714285718,0,0.0,None,1,0.0
U_00152,Free,North,828,75,0,0,0.0,23.04,4.571428571428571,0.0,8.428571428571429,-0.2,1,23.04,Home,0,10.156521739130435
U_00153,Free,North,-161,120,0,0,0.0,6.58,3.76,0.0,8.5,-7.850462293418875e-17,1,6.58,Grocery,1,80.05666666666666
U_00154,Free,South,289,8,0,3,0.0,0.0,5.093846153846154,1.97,11.0,-0.027272727272727216,0,0.0,None,0,0.0
U_00155,Free,North,696,81,0,0,0.0,9.23,4.714285714285714,0.0,9.428571428571429,-0.028571428571428543,1,9.23,Beauty,0,4.840445402298851
U_00156,Free,South,273,36,0,0,0.0,0.0,2.2899999999999996,0.0,5.5,-7.850462293418875e-17,0,0.0,None,1,0.0
U_00157,Free,West,824,125,0,0,0.0,0.0,0.9974999999999999,0.0,1.75,-0.5,0,0.0,None,1,0.0
U_00158,Pro,East,290,1,4,11,58.31,632.8799999999999,8.143333333333333,7.245714285714286,16.958333333333332,0.1398601398601399,9,70.32,Sports,0,796.5558620689653
U_00159,Free,South,-191,3,1,5,0.0,67.42,3.986923076923077,8.71,8.076923076923077,0.05454545454545458,1,67.42,Electronics,0,820.2766666666666
U_00160,Pro,East,-68,102,0,0,0.0,56.8,4.037999999999999,0.0,9.8,-0.9999999999999998,1,56.8,Toys,1,691.0666666666666
U_00161,Pro,East,110,27,0,1,0.0,0.0,1.0399999999999998,0.0,2.6666666666666665,-1.0,0,0.0,None,1,0.0
U_00162,Free,West,574,88,0,0,0.0,0.0,10.5525,0.0,23.333333333333332,-0.30000000000000016,0,0.0,None,1,0.0
U_00163,Pro,North,462,3,1,1,0.0,0.0,3.2027272727272726,3.42,6.454545454545454,-0.059523809523809465,0,0.0,None,0,0.0
U_00164,Free,North,674,0,1,7,0.0,15.67,10.936923076923076,9.226666666666667,23.692307692307693,-2.8144560852409985e-17,1,15.67,Beauty,0,8.485979228486647
U_00165,Free,East,30,1,2,6,0.0,14.25,11.158965517241382,12.797500000000001,24.448275862068964,-0.012280701754385965,1,14.25,Home,0,173.375
U_00166,Pro,West,285,7,0,5,0.0,144.21,7.8732,6.593333333333334,17.84,0.06043956043956048,2,72.105,Grocery,0,184.69
U_00167,Free,North,22,19,0,2,0.0,34.29,4.807333333333333,0.0,11.266666666666667,-0.02447552447552444,1,34.29,Electronics,0,417.195
U_00168,Free,East,501,72,0,0,0.0,167.14000000000001,5.811428571428571,0.0,12.071428571428571,-0.08484848484848483,4,41.785000000000004,Beauty,0,121.76866267465071
U_00169,Pro,North,615,3,2,5,67.57,67.57,6.025925925925928,5.0024999999999995,12.518518518518519,-0.017857142857142738,1,67.57,Toys,0,40.10252032520325
U_00170,Pro,North,-13,95,0,0,0.0,0.0,0.3,0.0,1.0,0.0,0,0.0,None,1,0.0
U_00171,Free,North,-197,999,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,None,1,0.0
U_00172,Free,South,-56,34,0,0,0.0,0.0,4.7700000000000005,0.0,10.333333333333334,7.951207131982424e-18,0,0.0,None,1,0.0
U_00173,Free,West,-7,2,1,5,0.0,0.0,8.094666666666665,7.896666666666666,17.566666666666666,-0.05147058823529408,0,0.0,None,0,0.0
U_00174,Free,West,-20,0,3,10,17.29,60.330000000000005,9.067777777777778,7.678571428571429,19.14814814814815,0.08333333333333334,4,15.082500000000001,Fashion,0,734.0150000000001
U_00175,Free,North,64,57,0,0,17.26,41.71,4.115333333333334,0.0,8.266666666666667,-0.06666666666666655,2,20.855,Books,0,237.87734375
U_00176,Free,South,611,88,0,0,0.0,0.0,8.836666666666668,0.0,18.333333333333332,1.0276789547548596e-16,0,0.0,None,1,0.0
U_00177,Pro,East,301,24,0,2,0.0,285.69,8.63625,0.0,18.75,0.0500000000000002,2,142.845,Electronics,0,346.4347176079734
U_00178,Free,West,473,15,0,2,0.0,0.0,4.47,0.0,9.25,6.729156486047637e-17,0,0.0,None,1,0.0
U_00179,Free,East,822,4,1,3,0.0,0.0,6.704444444444444,6.54,14.944444444444445,-0.02197802197802199,0,0.0,None,0,0.0
U_00180,Free,South,823,51,0,0,0.0,0.0,3.8966666666666665,0.0,8.5,-0.10714285714285719,0,0.0,None,1,0.0
U_00181,Pro,East,555,22,0,1,0.0,140.52,5.215833333333333,0.0,10.25,0.012121212121212154,2,70.26,Grocery,0,92.41405405405406
U_00182,Pro,West,576,3,2,4,222.62,267.99,7.985416666666666,7.703333333333333,17.333333333333332,-0.08241758241758232,4,66.9975,Toys,0,169.82005208333334
U_00183,Pro,East,114,95,0,0,0.0,19.08,0.5225,0.0,1.25,-2.0083673326242142e-16,1,19.08,Beauty,1,61.08947368421052
U_00184,Free,North,-167,52,0,0,0.0,0.0,4.448571428571428,0.0,9.428571428571429,-0.028571428571428543,0,0.0,None,1,0.0
