account_id,in_degree,out_degree,degree_ratio,pagerank,betweenness,clustering_coeff,total_sent,total_received,n_txn_sent,n_txn_received,unique_receivers,unique_senders,avg_sent_amount,std_sent_amount,round_amount_ratio,max_hourly_velocity,device_diversity,is_smurf_related,role,iso_forest_score,reconstruction_score,risk_score,risk_percentile,alert_status
ACC_00626,4,15,3.2,0.0001190994136611,0.0033574468085106,0.0,19873.06,1811.9,38,6,15,4,522.9752631578948,366.51642385483126,0.0263157894736842,1,34,False,normal,0.5064313223865388,0.04211800224345096,0.32070599432930363,99.06462585034014,CRITICAL
ACC_01635,2,11,4.0,0.0001272328747755,0.0001483818701232,0.0256410256410256,16487.77,1651.1,32,2,11,2,515.2428125,363.4077309369435,0.0,2,32,False,normal,0.5148492270142271,0.028543300486919873,0.32032685640330416,99.02210884353741,CRITICAL
ACC_01883,6,5,0.8571428571428571,0.0002779274693689,0.000355744680851,0.0363636363636363,23519.63,5774.47,38,11,5,6,618.9376315789474,500.3648445178519,0.0,2,37,False,normal,0.5016972302098969,0.0449174628752442,0.3189853232760358,98.9795918367347,CRITICAL
ACC_00179,15,6,0.4375,0.0012964403336049,0.0087579414147443,0.0157894736842105,12620.54,31818.47,29,54,6,15,435.19103448275865,235.05121541219216,0.0,1,28,False,normal,0.4922360255470974,0.058362645399326084,0.31868667348798885,98.93707482993197,CRITICAL
ACC_00773,15,4,0.3125,0.0014356858631254,0.0004263846842621,0.0,13889.32,36812.05,30,62,4,15,462.9773333333333,420.6204691752357,0.0,1,29,False,normal,0.48961385280225245,0.050910382512748265,0.3141324646864508,98.89455782312925,CRITICAL
ACC_00275,15,3,0.25,0.0011319340433161,0.0,0.0065359477124183,15190.7,34436.15,29,61,3,15,523.8172413793104,403.5237930486924,0.0344827586206896,1,29,False,normal,0.4932916408343278,0.04293978634083785,0.31315089903693183,98.85204081632652,CRITICAL
MULE_02_015,1,1,1.0,7.354633313960334e-05,0.0,0.0,8811.0,9242.99,1,1,1,1,8811.0,0.0,1.0,0,1,True,mule,0.5135151989998917,0.00013974383688085558,0.30816501693468734,98.80952380952381,CRITICAL
MULE_05_034,1,1,1.0,7.314686555251506e-05,0.0,0.0,9284.0,9450.71,1,1,1,1,9284.0,0.0,1.0,0,1,True,mule,0.5115979283222335,0.0007008459966919341,0.3072390953920168,98.76700680272108,CRITICAL
ACC_00062,7,13,1.75,0.0001449089223599,0.0080774468085106,0.0263157894736842,18828.05,2765.06,37,7,13,7,508.8662162162162,404.8637450382491,0.027027027027027,1,37,False,normal,0.49318850510936296,0.02813692799951741,0.3071678742654247,98.72448979591837,CRITICAL
ACC_00698,2,8,3.0,0.0001227710571441,0.0002902127659574,0.0444444444444444,7353.08,2526.73,19,7,8,2,387.0042105263158,277.50716457849813,0.0,2,19,False,normal,0.49968473305403677,0.016562217098961787,0.3064357266720068,98.68197278911565,CRITICAL
MULE_03_043,1,1,1.0,7.261775191901029e-05,0.0,0.0,8949.0,9095.58,1,1,1,1,8949.0,0.0,1.0,0,1,True,mule,0.49670265587496715,0.0002468926760434994,0.29812035059539765,98.63945578231292,CRITICAL
ACC_01066,15,10,0.6875,0.0011122361773844,0.0132208510638297,0.0066666666666666,11674.55,26606.06,24,58,10,15,486.43958333333336,408.7787998467713,0.0,1,24,False,normal,0.4649169849972132,0.046332256351685155,0.297483093539002,98.5969387755102,CRITICAL
ACC_00673,15,5,0.375,0.0010955040065224,0.0035931914893617,0.0105263157894736,8173.17,23676.51,19,50,5,15,430.1668421052632,322.5807422793148,0.0,2,19,False,normal,0.4669557411877654,0.03837716545250986,0.29552431089366316,98.55442176870748,CRITICAL
ACC_01601,4,12,2.6,0.0002793688180641,0.0011693617021276,0.0,22832.08,5968.81,37,11,12,4,617.0832432432433,481.9727111284648,0.0,2,36,False,normal,0.4770894279792803,0.020449004807018795,0.2944332587103757,98.51190476190477,CRITICAL
ACC_00368,16,8,0.5294117647058824,0.0007077135358872,0.0054425531914893,0.0072463768115942,6946.69,23000.49,19,45,8,16,365.61526315789473,241.0189243692154,0.0,2,19,False,normal,0.4681765967896003,0.029132942809473508,0.29255913519754956,98.46938775510205,CRITICAL
MULE_06_038,1,1,1.0,7.28741483975051e-05,0.0,0.0,8513.0,8848.29,1,1,1,1,8513.0,0.0,1.0,0,1,True,mule,0.48331450403931375,0.0,0.28998870242358826,98.42687074829932,CRITICAL
ACC_01388,13,5,0.4285714285714285,0.0013584957063532,7.659574468085107e-06,0.0,9622.13,35527.1,18,71,5,13,534.5627777777777,393.2791336324031,0.0,1,18,False,normal,0.43130387470447695,0.074134267598874,0.28843603186223576,98.3843537414966,CRITICAL
ACC_01404,15,10,0.6875,0.0013365620210562,0.0016340425531914,0.0133333333333333,15060.78,36744.81,26,69,10,15,579.2607692307693,376.9989168782645,0.0,1,26,False,normal,0.4404789152228626,0.052754746463215305,0.28538924771900365,98.34183673469387,CRITICAL
MULE_01_003,1,1,1.0,7.28372953261431e-05,0.0,0.0,9002.0,9226.02,1,1,1,1,9002.0,0.0,1.0,0,1,True,mule,0.4738758041950238,0.00030739151370692586,0.28444843912249707,98.29931972789116,CRITICAL
ACC_01822,16,7,0.4705882352941176,0.000611326412395,0.0158808510638297,0.0,16478.54,21705.36,28,41,7,16,588.5192857142857,354.1202334207824,0.0,1,28,False,normal,0.4315895846533655,0.06279982086857522,0.28407367913944936,98.25680272108843,CRITICAL
MULE_00_022,1,1,1.0,7.280872659865578e-05,0.0,0.0,8906.0,9300.46,1,1,1,1,8906.0,0.0,1.0,0,1,True,mule,0.46855500255031013,0.00021675921731882525,0.2812197052171136,98.21428571428571,CRITICAL
ACC_00690,4,16,3.4,0.0002185265461863,0.002171914893617,0.0210526315789473,14039.73,7036.12,30,15,16,4,467.991,252.30853518371453,0.0333333333333333,1,30,False,normal,0.41597895632827236,0.07191498574886121,0.2783533680965079,98.171768707483,CRITICAL
MULE_04_022,1,1,1.0,7.365028466512647e-05,0.0,0.0,9660.68,9892.04,1,1,1,1,9660.68,0.0,0.0,0,1,True,mule,0.4605651819353722,0.002659543817411787,0.27740292668818806,98.12925170068027,CRITICAL
ACC_00234,15,8,0.5625,0.0009534067879086,0.001647659574468,0.0039525691699604,16658.65,32387.53,27,51,8,15,616.9870370370371,341.05433609295494,0.0,2,27,False,normal,0.4501234732057063,0.015041023610126191,0.2760904933674742,98.08673469387756,CRITICAL
ACC_01610,2,8,3.0,0.0003652953433326,1.5319148936170214e-05,0.0222222222222222,14910.66,6822.63,32,9,8,2,465.958125,333.82278444666684,0.0625,2,31,False,normal,0.44474410472846787,0.022774375825961715,0.2759562131674654,98.04421768707483,CRITICAL
ACC_01076,12,9,0.7692307692307693,0.0019326961841529,0.0011855319148936,0.0095238095238095,11941.62,39411.09,24,60,9,12,497.56750000000005,365.3467682751969,0.0416666666666666,1,24,False,normal,0.37118849791750197,0.13212063475546,0.27556135265268517,98.00170068027211,CRITICAL
ACC_01867,3,4,1.25,0.0001264687467266,0.0,0.0476190476190476,11022.73,4729.67,15,8,4,3,734.8486666666666,611.2451741774638,0.0,1,15,False,normal,0.41531009952010833,0.0628184854792961,0.2743134539037834,97.95918367346938,CRITICAL
ACC_00327,3,12,3.25,0.0001130377644146,0.0007642553191489,0.0095238095238095,18080.79,2101.27,38,7,12,3,475.8102631578948,283.1219574812893,0.0,1,37,False,normal,0.42565497967804145,0.04676071772035504,0.2740972748949669,97.91666666666666,CRITICAL
ACC_00798,5,5,1.0,0.0003435315832036,0.0066255319148936,0.0,5096.19,5336.93,9,15,5,5,566.2433333333333,372.70786884636607,0.1111111111111111,1,9,False,normal,0.4217667275717843,0.05136498268777779,0.2736060296181817,97.87414965986395,CRITICAL
ACC_01431,4,16,3.4,0.0003957630873829,0.0029113546241419,0.0157894736842105,15479.08,7960.67,33,14,16,4,469.0630303030303,284.7379836411544,0.0303030303030303,1,33,False,normal,0.40748599777701394,0.06610140988737442,0.2709321626211581,97.83163265306123,CRITICAL
ACC_00196,10,3,0.3636363636363636,0.0010590340672705,0.0003421276595744,0.0128205128205128,10327.74,19834.44,18,32,3,10,573.7633333333333,470.9523824437156,0.0555555555555555,2,18,False,normal,0.41767226592921547,0.047364102368527214,0.26954900050494013,97.78911564625851,CRITICAL
ACC_00349,13,10,0.7857142857142857,0.0010798858412513,0.0061378723404255,0.0079051383399209,12767.91,30848.51,33,65,10,13,386.9063636363636,278.55585257738466,0.0,1,31,False,normal,0.4143248783831254,0.04942186471907095,0.26836367291750357,97.74659863945578,CRITICAL
ACC_01824,3,5,1.5,0.000248631251958,0.0001497872340425,0.0714285714285714,11735.04,4774.35,26,8,5,3,451.34769230769234,251.34006301117523,0.0,2,25,False,normal,0.4341223184985075,0.016012770264549368,0.26687849920492424,97.70408163265306,CRITICAL
ACC_01256,7,5,0.75,0.0003068635040192,0.0013617021276595,0.0,7414.26,6175.38,10,11,5,7,741.426,734.3016438040523,0.0,1,10,False,normal,0.3430347571116688,0.14656865765420204,0.2644483173286821,97.66156462585033,CRITICAL
MULE_02_010,1,1,1.0,7.33927358864864e-05,8.527693685242827e-07,0.0,8117.56,8538.02,1,1,1,1,8117.56,0.0,0.0,0,1,True,mule,0.43999358429717805,0.00023824229794100994,0.26409144749748326,97.61904761904762,CRITICAL
ACC_00258,12,7,0.6153846153846154,0.0013803360534336,0.0003931914893617,0.0,14691.12,30460.44,26,51,7,12,565.0430769230769,497.71072562900815,0.0,2,26,False,normal,0.409515172151693,0.04594875485996933,0.2640886052350035,97.5765306122449,CRITICAL
MULE_06_018,1,1,1.0,7.303142551203292e-05,0.0,0.0,9755.58,9885.54,1,1,1,1,9755.58,0.0,0.0,0,1,True,mule,0.4369972914799818,0.002964993492069731,0.263384372284817,97.53401360544217,CRITICAL
MULE_00_026,1,1,1.0,7.288927911676625e-05,0.0,0.0,9753.33,9887.48,1,1,1,1,9753.33,0.0,0.0,0,1,True,mule,0.435984109380342,0.0029565333982886815,0.26277307898752067,97.49149659863946,CRITICAL
MULE_04_021,1,1,1.0,7.335731020217753e-05,8.510638297872341e-07,0.0,8174.06,8523.58,1,1,1,1,8174.06,0.0,0.0,0,1,True,mule,0.4373578976249993,0.00024831120092924376,0.2625140630553713,97.44897959183673,CRITICAL
ACC_01416,15,8,0.5625,0.0013985862105203,0.0010331914893617,0.0079051383399209,15368.4,34510.51,30,53,8,15,512.28,360.47214226861433,0.0333333333333333,1,30,False,normal,0.41032125199184105,0.032956443933443214,0.2593753287684819,97.40646258503402,CRITICAL
ACC_00070,4,10,2.2,0.0003872908403699,0.0003812765957446,0.0109890109890109,21881.93,8597.36,35,20,10,4,625.198,472.75123586985006,0.0285714285714285,2,34,False,normal,0.42348380150996995,0.012388775962609285,0.2590457912910257,97.3639455782313,CRITICAL
ACC_00560,12,12,1.0,0.0011165206806148,0.0042663829787234,0.0072463768115942,18970.3,28416.9,29,57,12,12,654.1482758620689,426.81069481403046,0.0,1,28,False,normal,0.40552575399169843,0.038673675340049604,0.2587849225310389,97.32142857142857,CRITICAL
ACC_01314,4,11,2.4,9.57776936041247e-05,0.0026042553191489,0.0,15240.46,1113.9,33,5,11,4,461.8321212121213,293.8801951131359,0.0606060606060606,2,31,False,normal,0.41558378254646744,0.021142156263947675,0.2578071320334595,97.27891156462584,CRITICAL
MULE_00_025,1,1,1.0,7.288160973542117e-05,0.0,0.0,9731.56,9831.59,1,1,1,1,9731.56,0.0,0.0,0,1,True,mule,0.4252874802954503,0.002888145061658983,0.25632774620193377,97.23639455782312,CRITICAL
ACC_00862,6,15,2.2857142857142856,0.000258388561145,0.0015897872340425,0.0210526315789473,14812.64,6328.92,32,11,15,6,462.895,363.98269171894384,0.0,2,31,False,normal,0.3963493353561077,0.044655234039588876,0.2556716948295002,97.1938775510204,CRITICAL
ACC_01465,15,5,0.375,0.0006855880566691,0.0093480851063829,0.0157894736842105,10357.72,17991.28,24,41,5,15,431.57166666666666,192.4527376801372,0.0,1,24,False,normal,0.39665231564162146,0.04177235461950507,0.2547003312327749,97.1513605442177,CRITICAL
MULE_04_017,1,1,1.0,7.364489600398006e-05,0.0,0.0,9539.15,9866.87,1,1,1,1,9539.15,0.0,0.0,0,1,True,mule,0.4217979326443904,0.002292300708549808,0.25399567987005417,97.10884353741497,CRITICAL
ACC_01832,8,3,0.4444444444444444,0.0011882887656689,0.0010246808510638,0.0181818181818181,14693.47,19113.63,32,30,3,8,459.1709375,287.1307243968174,0.0,2,32,False,normal,0.3722795603461775,0.0757686169528407,0.25367518298884273,97.06632653061224,CRITICAL
MULE_01_030,1,1,1.0,7.293133122133e-05,0.0,0.0,9669.95,9890.93,1,1,1,1,9669.95,0.0,0.0,0,1,True,mule,0.4191115607111061,0.002684939929344006,0.25254091239840126,97.02380952380952,CRITICAL
ACC_01569,15,6,0.4375,0.0005466476190744,0.0005182978723404,0.0095238095238095,9111.56,27094.44,18,63,6,15,506.1977777777777,364.72736306896667,0.0555555555555555,1,18,False,normal,0.37543126055023934,0.06739308595913424,0.2522159907137973,96.9812925170068,CRITICAL
ACC_01072,7,3,0.5,0.000249615205864,6.808510638297873e-06,0.0222222222222222,12876.92,4934.06,19,13,3,7,677.7326315789473,638.661361563232,0.0526315789473684,1,18,False,normal,0.3663509067181108,0.0722509306827718,0.24871091630397524,96.93877551020408,CRITICAL
ACC_00902,13,8,0.6428571428571429,0.0008234084447533,0.0134714893617021,0.0047619047619047,14625.54,18445.92,34,32,8,13,430.1629411764706,313.27107730516053,0.0,1,34,False,normal,0.38108318447058187,0.04866138607982687,0.24811446511427987,96.89625850340136,CRITICAL
ACC_00122,10,7,0.7272727272727273,0.0013101993258916,0.0026851063829787,0.0073529411764705,9517.95,36176.79,18,68,7,10,528.7750000000001,469.9005198005463,0.0,1,18,False,normal,0.34756686876391185,0.09871971587130639,0.24802800760686966,96.85374149659864,CRITICAL
ACC_00835,1,6,3.5,9.708751043440357e-05,0.0003285106382978,0.0,10893.64,307.17,23,1,6,1,473.6365217391304,397.0196099989463,0.0,2,23,False,normal,0.39673330129139645,0.024155019865400598,0.24770198872099808,96.81122448979592,CRITICAL
MULE_00_009,1,1,1.0,7.27075467517961e-05,8.510638297872341e-07,0.0,8188.73,8563.12,1,1,1,1,8188.73,0.0,0.0,0,1,True,mule,0.4122862177622638,0.00024574351981245754,0.2474700280652833,96.7687074829932,CRITICAL
ACC_00318,12,4,0.3846153846153846,0.0005524156957227,0.0010565812476015,0.0166666666666666,15781.34,20296.1,31,43,4,12,509.0754838709677,365.82707869373394,0.032258064516129,2,31,False,normal,0.3879212075643325,0.035631249590595264,0.2470052243748376,96.72619047619048,CRITICAL
ACC_01297,18,6,0.3684210526315789,0.0012594377343282,0.0021182978723404,0.0072463768115942,10150.73,26800.0,25,52,6,18,406.0292,378.6347659015656,0.0,1,25,False,normal,0.3853689653713262,0.039100574190388634,0.24686160889895115,96.68367346938776,CRITICAL
ACC_00148,2,10,3.6666666666666665,0.000139031829209,0.0005523404255319,0.0151515151515151,17606.06,1987.95,28,5,10,2,628.7878571428572,432.31530331081217,0.0357142857142857,1,28,False,normal,0.3974306458243525,0.02064751147510943,0.24671739208465526,96.64115646258503,CRITICAL
ACC_00330,16,7,0.4705882352941176,0.0006669604035823,0.0042015946787191,0.0079051383399209,14672.53,22586.33,21,45,7,16,698.6919047619048,529.5937972032815,0.0,1,21,False,normal,0.3778055313344295,0.049439164838356246,0.2464589847360002,96.5986394557823,CRITICAL
ACC_00567,2,9,3.333333333333333,8.59928840680532e-05,0.0030502127659574,0.0,7123.89,604.97,15,3,9,2,474.926,225.6386539770423,0.0,1,15,False,normal,0.3928939153612338,0.026613175326543777,0.24638161934735778,96.5561224489796,CRITICAL
ACC_00057,12,13,1.0769230769230769,0.0006898410485717,0.0046421276595744,0.0066666666666666,18246.6,22761.66,35,47,13,12,521.3314285714285,298.23003254636353,0.0285714285714285,1,35,False,normal,0.39087168451057946,0.029218265081740274,0.24621031673904378,96.51360544217688,CRITICAL
ACC_01888,13,10,0.7857142857142857,0.0010848201225148,0.0038808510638297,0.0079051383399209,14118.03,24293.92,35,43,10,13,403.3722857142857,304.57446701804747,0.0285714285714285,1,35,False,normal,0.39157676645901224,0.02802578830313147,0.24615637519665992,96.47108843537416,CRITICAL
ACC_00487,15,3,0.25,0.000888049249608,0.0011548936170212,0.0,13649.17,26259.31,29,52,3,15,470.6610344827586,347.24486615915816,0.0,1,29,False,normal,0.38175457326760315,0.0421745449597639,0.24592256194446743,96.42857142857143,CRITICAL
ACC_00337,8,14,1.6666666666666667,0.0005563006702215,0.0099441436063616,0.0129870129870129,14493.09,10250.98,36,20,14,8,402.5858333333333,300.86202100322146,0.0,1,36,False,normal,0.3933047223093172,0.024495306753776667,0.24578095608710096,96.3860544217687,CRITICAL
MULE_05_022,1,1,1.0,7.320021276000798e-05,0.0,0.0,9651.75,9763.01,1,1,1,1,9651.75,0.0,0.0,0,1,True,mule,0.4076182023855005,0.0026378608301499667,0.2456260657633603,96.34353741496598,CRITICAL
ACC_00714,7,11,1.5,0.0006494033933664,0.0121753191489361,0.0130718954248366,7567.97,19174.95,18,38,11,7,420.4427777777778,238.17962892112865,0.0,1,17,False,normal,0.3820889159522886,0.03933349032104089,0.2449867456997895,96.30102040816327,CRITICAL
ACC_00680,6,10,1.5714285714285714,0.000503708523785,0.0002910638297872,0.0,16038.87,7951.280000000001,42,14,10,6,381.8778571428572,273.2244401589547,0.0238095238095238,2,41,False,normal,0.3745499238703789,0.04996012009972426,0.24471400236211704,96.25850340136054,CRITICAL
MULE_00_036,1,1,1.0,7.288568250762231e-05,0.0,0.0,9637.6,9861.27,1,1,1,1,9637.6,0.0,0.0,0,1,True,mule,0.4049629274960243,0.002585050082729711,0.24401177653070646,96.21598639455783,CRITICAL
ACC_00476,12,9,0.7692307692307693,0.0010937612415669,0.0013693617021276,0.0047619047619047,18884.55,26243.96,31,48,9,12,609.1790322580645,448.8529260634256,0.0,2,31,False,normal,0.39186585001373286,0.01932386855619157,0.24284905743071636,96.1734693877551,CRITICAL
ACC_00813,3,12,3.25,9.901924968755406e-05,0.0029651063829787,0.0095238095238095,12808.16,1506.41,28,5,12,3,457.4342857142857,337.5219939986196,0.0,2,27,False,normal,0.3915465909192056,0.01961922419529193,0.2427756442296401,96.13095238095238,CRITICAL
ACC_01232,8,7,0.8888888888888888,0.0011242223966507,3.325800537244702e-05,0.0095238095238095,10301.86,28716.18,16,52,7,8,643.86625,550.619300471448,0.0,1,16,False,normal,0.3496889791807115,0.08133602537420813,0.24234779765811015,96.08843537414967,CRITICAL
ACC_00800,15,11,0.75,0.0009147373864567,0.0059191489361702,0.01,17202.99,20243.48,31,42,11,15,554.9351612903226,419.58349920582725,0.032258064516129,1,30,False,normal,0.3948638481163606,0.013489718187398438,0.24231419614477573,96.04591836734694,CRITICAL
ACC_01228,12,12,1.0,0.0012663157557127,0.0030622948023706,0.0181159420289855,11787.09,28507.2,22,53,12,12,535.7768181818182,371.6845300262341,0.0,1,22,False,normal,0.36546690216866595,0.057541137469869844,0.24229659628914751,96.00340136054422,CRITICAL
ACC_01280,13,9,0.7142857142857143,0.0011522166898402,0.0033360337696669,0.0129870129870129,8729.67,32849.85,21,63,9,13,415.6985714285714,246.5095812394665,0.0,1,21,False,normal,0.36995593620050116,0.04815168078598636,0.24123423403469524,95.96088435374149,CRITICAL
ACC_00891,7,4,0.625,0.0003091972381101,0.0001565957446808,0.0181818181818181,17690.17,9244.88,37,16,4,7,478.1127027027027,406.0389999785779,0.027027027027027,2,37,False,normal,0.37208557217917515,0.04443411143457773,0.2410249878813362,95.91836734693877,CRITICAL
ACC_00987,7,6,0.875,0.0009711283371607,0.0,0.0,10277.44,39260.38,21,69,6,7,489.4019047619048,368.18394084504894,0.0952380952380952,1,21,False,normal,0.3436763732299663,0.08662715111419272,0.24085668438365687,95.87585034013605,CRITICAL
ACC_01222,12,5,0.4615384615384615,0.0009728723997343,0.0030493617021276,0.0294117647058823,9753.06,24327.07,20,41,5,12,487.653,326.76026601035494,0.0,2,20,False,normal,0.3882452010460942,0.019235822439547898,0.24064144960347567,95.83333333333334,CRITICAL
ACC_00323,9,18,1.9,0.0004179417699359,0.0076221276595744,0.0028490028490028,11455.85,11871.43,32,21,18,9,357.9953125,271.3811034853596,0.0,1,32,False,normal,0.36556735529262885,0.052444624292055,0.24031826289239933,95.79081632653062,CRITICAL
MULE_07_039,1,1,1.0,7.31716393733844e-05,0.0,0.0,9604.24,9855.93,1,1,1,1,9604.24,0.0,0.0,0,1,True,mule,0.39758730858412217,0.002484336631523878,0.23954611980308282,95.74829931972789,CRITICAL
ACC_01956,12,4,0.3846153846153846,0.0009568761723272,0.0002936170212765,0.0,5830.13,20727.22,14,44,4,12,416.4378571428571,142.51944122057233,0.0,1,14,False,normal,0.37231223831328397,0.038929556150218377,0.23895916544805773,95.70578231292517,CRITICAL
MULE_04_024,1,1,1.0,7.362392796771944e-05,0.0,0.0,9496.83,9768.93,1,1,1,1,9496.83,0.0,0.0,0,1,True,mule,0.3965688878817498,0.0021771528109857568,0.23881219385344418,95.66326530612244,CRITICAL
ACC_00783,15,4,0.3125,0.0005553129614557,0.0014017021276595,0.0058479532163742,14049.68,20550.48,22,43,4,15,638.6218181818182,470.3651079000973,0.0454545454545454,1,22,False,normal,0.3636443959733421,0.050951186834389706,0.23856711231776112,95.62074829931973,CRITICAL
MULE_00_003,1,1,1.0,7.287092008062097e-05,0.0,0.0,9648.9,9753.69,1,1,1,1,9648.9,0.0,0.0,0,1,True,mule,0.39466744649368696,0.0026277296853127186,0.23785155977033726,95.578231292517,CRITICAL
ACC_01686,12,14,1.1538461538461535,0.0005897736210059,0.0099714322261544,0.0061538461538461,16715.19,19399.48,33,31,14,12,506.5209090909091,381.7016419384684,0.0303030303030303,1,32,False,normal,0.3922332314826005,0.006227458199101892,0.23783092216920104,95.53571428571429,CRITICAL
