account_id,in_degree,out_degree,degree_ratio,pagerank,betweenness,clustering_coeff,total_sent,total_received,n_txn_sent,n_txn_received,unique_receivers,unique_senders,avg_sent_amount,std_sent_amount,round_amount_ratio,max_hourly_velocity,device_diversity,is_smurf_related,role
ACC_01324,7,11,1.5,0.0003596808521494124,0.0007316761181938345,0.013071895424836602,12414.5,9008.54,27,19,11,7,459.7962962962963,310.5111358606118,0.0,1,27,False,normal
ACC_00235,5,7,1.3333333333333333,0.0002153936106029588,7.829787234042553e-05,0.0,13740.62,3878.56,25,7,7,5,549.6248,349.7624378550866,0.0,2,25,False,normal
ACC_01089,6,9,1.4285714285714286,0.00022151089614397179,0.0041188760499722855,0.0,13009.01,7225.17,28,14,9,6,464.6075,346.18868314542425,0.0,1,28,False,normal
ACC_01257,9,6,0.7,0.0011252364926031375,0.001581276595744681,0.0,11270.96,21403.58,21,38,6,9,536.712380952381,409.0734324532059,0.0,1,19,False,normal
ACC_01114,7,9,1.25,0.0002945138890027943,0.002006808510638298,0.0,10285.92,5895.47,23,16,9,7,447.21391304347827,339.583082091972,0.0,1,23,False,normal
ACC_01965,9,6,0.7,0.0004907340805317728,0.0018119148936170213,0.009523809523809525,11704.95,13465.25,25,28,6,9,468.19800000000004,412.8711404905893,0.0,2,23,False,normal
ACC_01496,6,6,1.0,0.0003706093706882375,0.004565957446808511,0.0,10090.35,10059.03,20,22,6,6,504.51750000000004,291.19462729780105,0.0,1,19,False,normal
ACC_01300,6,3,0.5714285714285714,0.0002830763529233463,0.0003123404255319149,0.0,7715.68,5484.55,18,10,3,6,428.6488888888889,296.906000234356,0.0,2,18,False,normal
ACC_01826,5,7,1.3333333333333333,0.0006835613550360741,4.519677653178698e-05,0.015151515151515152,11875.449999999999,11814.59,19,28,7,5,625.0236842105263,648.143411918574,0.05263157894736842,1,19,False,normal
ACC_00970,8,6,0.7777777777777778,0.00039771813432755795,0.0021931914893617024,0.0,12607.85,14884.03,24,25,6,8,525.3270833333333,296.79893481701464,0.0,1,24,False,normal
ACC_01483,7,9,1.25,0.00040493928649821176,0.00384,0.0,11802.13,7829.7,26,16,9,7,453.9280769230769,251.54368325234054,0.038461538461538464,1,25,False,normal
ACC_01749,10,7,0.7272727272727273,0.0006609773147794863,0.0007174468085106384,0.007352941176470588,13050.8,18194.34,23,34,7,10,567.4260869565217,405.96715755810874,0.0,1,23,False,normal
ACC_01877,4,8,1.8,0.0003188028374921326,9.551016927471966e-05,0.0,15276.710000000001,8030.82,30,12,8,4,509.2236666666667,363.3770755724819,0.0,2,29,False,normal
ACC_00916,7,11,1.5,0.0002971508939092729,0.005258723404255319,0.006535947712418301,11339.65,5402.1,29,16,11,7,391.02241379310345,223.70789992844257,0.0,1,29,False,normal
ACC_01665,7,4,0.625,0.0001642485937911723,0.004548085106382979,0.03636363636363636,9147.39,5707.66,23,14,4,7,397.71260869565214,273.91167252862886,0.043478260869565216,1,23,False,normal
ACC_01178,8,9,1.1111111111111112,0.0004523710910694901,0.0021395744680851067,0.014705882352941176,13171.35,13617.47,27,26,9,8,487.8277777777778,488.05151268419746,0.0,1,26,False,normal
ACC_00222,8,6,0.7777777777777778,0.0006740057244987937,0.00029872340425531914,0.03296703296703297,13167.42,16287.61,24,33,6,8,548.6425,341.3181112055973,0.0,1,23,False,normal
ACC_01045,12,8,0.6923076923076923,0.0004464201436340075,0.0039591489361702125,0.015789473684210527,11942.970000000001,11942.85,19,27,8,12,628.5773684210527,376.8142927939454,0.0,1,19,False,normal
ACC_00412,7,10,1.375,0.0005767223008440371,0.006153191489361703,0.014705882352941176,15892.66,15836.32,29,31,10,7,548.0227586206896,388.10652959406235,0.0,1,29,False,normal
ACC_01992,8,6,0.7777777777777778,0.0006351087785758006,0.00448936170212766,0.0,15076.54,13861.119999999999,33,21,6,8,456.8648484848485,319.0957811939192,0.0,1,32,False,normal
ACC_00761,11,9,0.8333333333333334,0.0003075641745363848,0.004483404255319149,0.015789473684210527,14740.9,11380.48,26,27,9,11,566.9576923076922,384.8015895945098,0.038461538461538464,1,26,False,normal
ACC_00565,5,9,1.6666666666666667,0.00039209681595512246,0.0012680851063829788,0.01098901098901099,9829.47,12143.78,24,26,9,5,409.56125,301.87685392085325,0.0,2,24,False,normal
ACC_00637,3,8,2.25,0.00018224009182668722,0.0014587234042553192,0.0,9496.03,3047.12,26,6,8,3,365.2319230769231,235.60679452034879,0.0,1,26,False,normal
ACC_01957,14,5,0.4,0.0010186484760068245,0.003832340425531915,0.005847953216374269,18665.77,18707.31,30,37,5,14,622.1923333333333,448.4213638108181,0.0,1,30,False,normal
ACC_00580,10,6,0.6363636363636364,0.0006425879308885734,5.531914893617022e-05,0.008333333333333333,15816.13,14996.67,28,36,6,10,564.8617857142857,264.72298783688154,0.0,1,28,False,normal
ACC_00751,9,7,0.8,0.0006264671578498477,0.0010548757088645376,0.025,9228.2,14968.39,21,29,7,9,439.4380952380953,288.2824866449408,0.0,2,20,False,normal
ACC_01106,3,8,2.25,0.000403463388075879,0.0010153191489361702,0.01818181818181818,11204.8,11786.24,19,19,8,3,589.7263157894737,535.2545505874392,0.05263157894736842,1,19,False,normal
ACC_00474,7,10,1.375,0.0006172754393873073,0.005972765957446809,0.0,9971.19,14817.8,18,25,10,7,553.955,342.88906290776424,0.05555555555555555,1,18,False,normal
ACC_01777,8,11,1.3333333333333333,0.0007953009322105579,0.0029200000000000003,0.0,12740.460000000001,17833.81,25,28,11,8,509.61840000000007,369.2742129353199,0.0,1,24,False,normal
ACC_01004,7,8,1.125,0.0007627129861853385,5.106382978723404e-06,0.02857142857142857,17422.84,18354.04,37,36,8,7,470.88756756756754,324.470987843678,0.0,2,36,False,normal
ACC_01369,7,9,1.25,0.00043457959863626365,0.005409968873918049,0.0,10576.46,14055.89,24,29,9,7,440.6858333333333,353.3414793445037,0.0,1,24,False,normal
ACC_00966,6,5,0.8571428571428571,0.00028548054081736584,0.00011427109538225387,0.01818181818181818,17808.02,6247.7300000000005,31,12,5,6,574.4522580645162,415.5473503281318,0.03225806451612903,2,31,False,normal
ACC_00144,5,10,1.8333333333333333,0.0005574723282724291,0.001312340425531915,0.0,9878.92,6829.93,24,13,10,5,411.62166666666667,306.5801991630258,0.0,1,24,False,normal
ACC_01585,7,7,1.0,0.0009663556805876712,0.0007743145866200487,0.01098901098901099,9088.94,15369.1,20,31,7,7,454.447,288.3493190212177,0.0,1,19,False,normal
ACC_00258,12,7,0.6153846153846154,0.0013803360534336293,0.00039319148936170213,0.0,14691.12,30460.44,26,51,7,12,565.0430769230769,497.71072562900815,0.0,2,26,False,normal
ACC_00490,8,7,0.8888888888888888,0.0011038840561849793,0.0004468085106382979,0.009523809523809525,5679.4,18172.48,16,33,7,8,354.9625,271.08763376443426,0.0,1,16,False,normal
ACC_01659,3,8,2.25,0.00017112899148108456,0.0012629787234042554,0.01818181818181818,14277.8,3266.03,32,8,8,3,446.18125,326.90994073785185,0.0,2,32,False,normal
ACC_01950,12,9,0.7692307692307693,0.0007352712900656185,0.0027800281413891616,0.004761904761904762,11861.32,24565.92,23,54,9,12,515.7095652173913,347.38656545539186,0.0,1,23,False,normal
ACC_01891,7,9,1.25,0.000636585583835642,0.005130260521042085,0.0,7026.68,21140.38,19,32,9,7,369.82526315789477,337.61107739804885,0.0,1,19,False,normal
ACC_01543,4,6,1.4,0.0001433940067336361,0.00036340425531914897,0.0,9737.54,2068.2400000000002,18,4,6,4,540.9744444444445,336.18967190669616,0.0,1,18,False,normal
ACC_01242,8,7,0.8888888888888888,0.00042070181122037744,0.0009319148936170214,0.009523809523809525,13618.75,12360.92,24,20,7,8,567.4479166666666,345.15578529347874,0.0,1,23,False,normal
ACC_01722,5,10,1.8333333333333333,0.00017546805477919723,0.0035948936170212766,0.01904761904761905,10418.48,3402.93,23,8,10,5,452.9773913043478,333.2154770799409,0.0,1,23,False,normal
ACC_00454,9,6,0.7,0.0006685555590901692,1.279154052786424e-05,0.009523809523809525,11539.84,15425.19,21,29,6,9,549.5161904761904,347.1603251881786,0.047619047619047616,2,21,False,normal
ACC_00907,3,7,2.0,0.00023581083803666102,3.1489361702127664e-05,0.0,15867.3,4235.63,23,8,7,3,689.8826086956522,343.8264219078811,0.043478260869565216,1,23,False,normal
ACC_01104,6,9,1.4285714285714286,0.0005811188620530334,0.0006451063829787234,0.009523809523809525,11469.93,17573.78,22,33,9,6,521.3604545454546,345.77120780568555,0.0,1,21,False,normal
ACC_00832,3,8,2.25,0.0001493690751705344,0.0009208510638297873,0.0,14381.58,2730.81,30,7,8,3,479.386,292.7302887100613,0.0,1,30,False,normal
ACC_01638,11,7,0.6666666666666666,0.0007655495392000008,0.002683404255319149,0.0,12144.0,18115.62,24,35,7,11,506.0,286.8404258544249,0.0,1,24,False,normal
ACC_00831,7,6,0.875,0.00034299649226133676,0.0013914893617021278,0.01282051282051282,17787.98,7951.97,34,23,6,7,523.1758823529411,282.49836638967355,0.0,1,34,False,normal
ACC_00043,10,4,0.45454545454545453,0.0006006559110845368,0.00017531914893617023,0.0,18252.59,17153.7,28,32,4,10,651.8782142857143,478.569133626121,0.0,1,27,False,normal
ACC_01865,12,6,0.5384615384615384,0.0009858954475060297,0.0007268085106382979,0.013071895424836602,15528.06,30296.56,24,56,6,12,647.0024999999999,455.96625835547934,0.0,1,24,False,normal
ACC_01326,11,7,0.6666666666666666,0.0008676831460375908,0.004041702127659575,0.006535947712418301,14257.869999999999,20895.26,23,38,7,11,619.9073913043478,411.83148882011733,0.043478260869565216,1,22,False,normal
ACC_00927,4,7,1.6,0.0003125930299326146,0.00025106382978723403,0.01818181818181818,12309.16,10016.8,26,18,7,4,473.42923076923074,317.7113690622113,0.0,1,26,False,normal
ACC_01029,7,6,0.875,0.00034797181723450607,0.0004748936170212766,0.0,9412.91,9243.36,20,19,6,7,470.64549999999997,255.96215029560008,0.0,1,20,False,normal
ACC_00867,12,7,0.6153846153846154,0.0008207284850056562,0.0005242553191489362,0.005847953216374269,15243.81,22432.87,26,31,7,12,586.3003846153846,402.6592379119671,0.0,2,25,False,normal
ACC_01207,5,14,2.5,0.0004161482980669399,0.0010727838656035475,0.0,14036.62,15306.22,31,26,14,5,452.7941935483871,278.48428261781896,0.0,1,31,False,normal
ACC_01909,10,8,0.8181818181818182,0.0009127888664825421,0.003028936170212766,0.013071895424836602,14058.48,20995.12,28,39,8,10,502.0885714285714,351.6058762593506,0.0,1,28,False,normal
ACC_00110,10,5,0.5454545454545454,0.0008137626782863163,8.86880143265254e-05,0.0,8479.25,25468.93,13,50,5,10,652.25,369.8835374141434,0.0,1,13,False,normal
ACC_00427,7,10,1.375,0.00015125388594636543,0.002155744680851064,0.007352941176470588,18047.52,4677.65,28,13,10,7,644.5542857142857,407.2315122368726,0.03571428571428571,1,27,False,normal
ACC_01636,13,7,0.5714285714285714,0.000995704130956442,0.0018161702127659576,0.010526315789473684,9242.86,19333.02,20,36,7,13,462.14300000000003,306.3510786336487,0.05,1,19,False,normal
ACC_01900,9,9,1.0,0.00041978626918966915,0.009836595744680852,0.006535947712418301,16050.4,10301.16,34,23,9,9,472.0705882352941,305.6999671091781,0.0,1,33,False,normal
ACC_00175,8,7,0.8888888888888888,0.0003584758050383577,0.0006156994840745321,0.0,13841.5,15431.13,25,30,7,8,553.66,353.5398013779118,0.04,2,25,False,normal
ACC_00241,6,6,1.0,0.00015306553783991125,0.003315744680851064,0.015151515151515152,6660.59,2873.76,17,8,6,6,391.7994117647059,215.9937433257787,0.0,1,17,False,normal
ACC_00071,6,10,1.5714285714285714,0.000398725357105264,0.0019727659574468085,0.016666666666666666,15504.81,9424.3,28,21,10,6,553.7432142857143,344.0721534262251,0.0,1,28,False,normal
ACC_00231,10,11,1.0909090909090908,0.0006543827655380327,0.004528510638297872,0.01904761904761905,12475.4,14258.09,28,30,11,10,445.55,247.4132298327967,0.0,1,28,False,normal
ACC_00218,12,12,1.0,0.000708998731674558,0.0015046808510638299,0.010869565217391304,15063.46,22239.1,27,44,12,12,557.9059259259259,356.65255446959384,0.0,1,27,False,normal
ACC_01695,2,10,3.6666666666666665,0.0002522329093027695,0.0006076595744680852,0.0,15553.2,3747.64,33,7,10,2,471.3090909090909,410.80629860954264,0.0,1,32,False,normal
ACC_00888,12,8,0.6923076923076923,0.0005905157659250391,0.0007327659574468085,0.0,10676.53,19677.62,20,38,8,12,533.8265,298.36133662451715,0.0,1,20,False,normal
ACC_00364,7,11,1.5,0.0004525541922652635,0.0015361702127659575,0.013071895424836602,14018.25,9213.66,30,22,11,7,467.275,343.38026094283936,0.03333333333333333,1,30,False,normal
ACC_01678,9,7,0.8,0.0003564200255452319,0.0019140425531914895,0.025,12501.789999999999,10612.05,27,26,7,9,463.0292592592592,278.5764688958978,0.0,1,27,False,normal
ACC_01617,13,5,0.42857142857142855,0.0007321633158453659,0.0011863829787234043,0.006535947712418301,16597.03,19861.9,30,32,5,13,553.2343333333333,502.2221953902911,0.0,1,30,False,normal
ACC_01765,9,7,0.8,0.0007634736415827024,0.0003038297872340426,0.0,15588.41,19134.46,27,37,7,9,577.3485185185185,425.347346002731,0.037037037037037035,1,26,False,normal
ACC_00717,4,6,1.4,0.0001681278963650513,0.00033446808510638297,0.0,11019.09,5461.35,20,11,6,4,550.9545,345.779829561118,0.0,1,19,False,normal
ACC_01738,8,5,0.6666666666666666,0.00031157421313507514,0.0023182978723404256,0.01282051282051282,11060.41,6683.14,22,12,5,8,502.7459090909091,327.1646962654552,0.0,1,22,False,normal
ACC_01819,7,9,1.25,0.0002703194723424247,0.005097872340425532,0.008333333333333333,17308.3,5359.88,25,10,9,7,692.332,373.6589990218354,0.0,1,24,False,normal
ACC_00283,12,3,0.3076923076923077,0.001003815757535076,5.969385579669979e-06,0.009523809523809525,9391.210000000001,28915.88,21,61,3,12,447.20047619047625,350.58584431599894,0.0,1,21,False,normal
ACC_00266,7,6,0.875,0.0006708532632732471,0.00043063829787234046,0.0,11331.31,15199.91,24,28,6,7,472.1379166666666,286.48201342703896,0.0,1,24,False,normal
ACC_00476,12,9,0.7692307692307693,0.0010937612415669287,0.0013693617021276595,0.004761904761904762,18884.55,26243.96,31,48,9,12,609.1790322580645,448.85292606342557,0.0,2,31,False,normal
ACC_01160,6,5,0.8571428571428571,0.0003066901594981972,0.0028621276595744683,0.0,14503.47,7729.63,25,16,5,6,580.1388,464.0880196356433,0.0,1,25,False,normal
ACC_00057,12,13,1.0769230769230769,0.0006898410485717871,0.004642127659574468,0.006666666666666667,18246.6,22761.66,35,47,13,12,521.3314285714285,298.23003254636353,0.02857142857142857,1,35,False,normal
ACC_00995,10,7,0.7272727272727273,0.0003504498321516398,0.001588936170212766,0.014705882352941176,13523.57,13700.51,26,30,7,10,520.1373076923077,274.53822009414563,0.038461538461538464,1,25,False,normal
ACC_01057,9,12,1.3,0.0010147545758796563,0.005280347929902359,0.023809523809523808,13030.79,18696.53,25,39,12,9,521.2316000000001,390.7368050201227,0.0,1,24,False,normal
ACC_01221,5,5,1.0,0.00017550026700014718,0.00022042553191489362,0.022222222222222223,11022.78,3575.9700000000003,23,9,5,5,479.25130434782614,351.40179215541787,0.0,2,23,False,normal
ACC_00591,9,6,0.7,0.0006298175198697857,0.0018274847567475378,0.0,13269.06,12034.96,23,23,6,9,576.915652173913,475.16665030498024,0.0,1,23,False,normal
ACC_00633,5,7,1.3333333333333333,0.0003571972624347078,0.0009030827612672153,0.0,14072.05,17290.92,24,29,7,5,586.3354166666667,391.8885540889218,0.0,2,24,False,normal
ACC_00928,8,9,1.1111111111111112,0.0005149177911777576,0.0011863829787234043,0.007352941176470588,6042.58,18892.95,21,40,9,8,287.7419047619048,174.82366014413063,0.0,1,21,False,normal
ACC_01261,9,16,1.7,0.00031200881621705435,0.0036187234042553192,0.006666666666666667,16325.8,7813.24,34,18,16,9,480.1705882352941,339.5295458374914,0.0,1,33,False,normal
ACC_00706,11,10,0.9166666666666666,0.00035478251635979026,0.0007617021276595745,0.009523809523809525,12034.76,11348.75,25,21,10,11,481.3904,321.0473215571187,0.0,1,25,False,normal
ACC_00894,6,8,1.2857142857142858,0.0001451490373983425,0.0042629787234042555,0.0,11057.84,2012.19,28,6,8,6,394.92285714285714,279.2226862779512,0.0,1,28,False,normal
ACC_01990,7,14,1.875,0.00032855117248709606,0.001302127659574468,0.004761904761904762,21228.83,10622.85,36,26,14,7,589.6897222222223,373.9182830855358,0.0,1,34,False,normal
ACC_00166,8,10,1.2222222222222223,0.00029910576543185985,0.0010714893617021278,0.0,10823.210000000001,7665.42,24,16,10,8,450.9670833333334,338.01505075159224,0.08333333333333333,1,23,False,normal
ACC_00582,10,8,0.8181818181818182,0.0004542991760107153,0.0033931914893617025,0.0,11525.11,20327.12,26,49,8,10,443.27346153846156,280.604277001507,0.0,1,25,False,normal
ACC_00993,8,12,1.4444444444444444,0.0008657578391377767,0.00210468085106383,0.005263157894736842,17662.95,15788.539999999999,32,32,12,8,551.9671875,340.3529017702766,0.0,1,30,False,normal
ACC_00409,8,6,0.7777777777777778,0.00070166386506038,0.0006340425531914894,0.0,7915.55,14035.960000000001,18,25,6,8,439.7527777777778,257.79741026412364,0.0,1,18,False,normal
ACC_01623,9,8,0.9,0.000379885503505647,0.0031548936170212767,0.0,11903.72,10317.84,26,19,8,9,457.8353846153846,284.66332792589594,0.0,1,26,False,normal
ACC_00615,12,5,0.46153846153846156,0.0007055971677391216,0.0028687161557156868,0.0,15864.47,18488.76,32,40,5,12,495.7646875,335.6877537715031,0.0,1,32,False,normal
ACC_00176,9,6,0.7,0.0006394732015930307,0.0062363023920180794,0.0,14513.31,19235.41,28,39,6,9,518.3325,366.3446256436185,0.07142857142857142,1,28,False,normal
ACC_00238,7,4,0.625,0.000983208136360212,0.00045787234042553196,0.01818181818181818,5782.25,16270.5,13,38,4,7,444.78846153846155,223.57473392008296,0.0,1,13,False,normal
ACC_01770,7,8,1.125,0.00045383766429010547,0.00043574468085106385,0.009523809523809525,17189.23,11689.630000000001,32,21,8,7,537.1634375,289.54870794893776,0.03125,1,32,False,normal
ACC_01479,11,10,0.9166666666666666,0.0008537412769147411,0.002057872340425532,0.014285714285714285,13149.21,28877.5,26,52,10,11,505.7388461538461,330.74422334277494,0.0,2,25,False,normal
ACC_01339,11,10,0.9166666666666666,0.0005238021808764714,0.004342978723404256,0.004761904761904762,17568.17,18364.69,30,35,10,11,585.6056666666666,410.816826240058,0.0,1,29,False,normal
ACC_00766,6,8,1.2857142857142858,0.0005802939992971708,0.0010136170212765958,0.0,13583.64,17067.69,26,32,8,6,522.4476923076923,368.51376888586066,0.0,2,26,False,normal
