user_id,plan_type,region,account_age_days,recency_days,frequency_7d,frequency_30d,monetary_30d,monetary_total,avg_session_duration,recent_avg_duration,avg_pages_viewed,login_trend_slope,n_orders_total,avg_order_value,top_category,churn_label,ltv_12m,plan_type_enc,region_enc,top_category_enc,churn_score,predicted_ltv_12m,recommended_categories,ltv_percentile,system_action,action_message
U_00012,Free,North,400,45,0,0,0.0,0.0,4.743846153846154,0.0,10.384615384615383,-0.0666666666666665,0,0.0,,0,0.0,1,1,8,0.6317796,0.00073121965,"Grocery, Electronics, Fashion",0.1785,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00013,Free,West,-29,3,1,2,0.0,14.97,9.63529411764706,10.01,20.23529411764705,-0.0549450549450549,1,14.97,Toys,0,182.135,1,3,7,0.013151691,181.74945,"Grocery, Electronics, Fashion",0.6696666666666666,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00014,Free,West,721,25,0,1,0.0,0.0,3.9175,0.0,10.25,-2.0083673326242144e-16,0,0.0,,0,0.0,1,3,8,0.66831994,-0.00021811348,"Grocery, Electronics, Fashion",0.08533333333333333,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00015,Free,South,615,20,0,1,0.0,0.0,6.829473684210526,0.0,14.526315789473683,0.0153846153846153,0,0.0,,1,0.0,1,2,8,0.6878758,-0.0006604505,"Grocery, Electronics, Fashion",0.051333333333333335,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00016,Enterprise,North,184,2,2,8,23.58,902.53,7.485333333333333,9.115000000000002,16.4,0.0764705882352941,7,128.93285714285716,Beauty,0,1790.344836956522,0,1,0,0.0014913213,1850.0875,"Beauty, Electronics, Home",0.9295,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00017,Pro,West,-158,8,0,2,0.0,116.47,8.149999999999999,6.98,18.375,-0.0054945054945054,1,116.47,Sports,0,1417.0516666666667,2,3,6,0.024287768,1414.4155,"Grocery, Electronics, Fashion",0.9108333333333334,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00018,Free,East,237,56,0,0,0.0,0.0,1.38,0.0,4.0,0.0,0,0.0,,1,0.0,1,0,8,0.81891644,-0.00031692284,"Grocery, Electronics, Fashion",0.077,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00019,Pro,West,430,79,0,0,0.0,79.19,0.3433333333333333,0.0,1.0,1.0276789547548595e-16,1,79.19,Electronics,1,67.21941860465115,2,3,2,0.9419123,71.53506,"Grocery, Electronics, Fashion",0.5216666666666666,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00020,Free,South,-188,60,0,0,0.0,0.0,3.3540000000000005,0.0,8.8,-1.0507920739455759e-16,0,0.0,,1,0.0,1,2,8,0.8944353,0.0014999663,"Grocery, Electronics, Fashion",0.22083333333333333,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00021,Free,North,803,86,0,0,0.0,144.82,9.429,0.0,20.5,0.0357142857142858,2,72.41,Grocery,1,65.82727272727273,1,1,4,0.777709,66.43335,"Grocery, Home, Electronics",0.5066666666666667,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00022,Pro,East,-63,52,0,0,0.0,834.76,4.665,0.0,10.666666666666666,-0.0333333333333332,7,119.25142857142858,Fashion,1,7040.131324358977,2,0,3,0.7473782,7084.966,"Fashion, Grocery, Toys",0.9953333333333333,RETENTION_OFFER,"Send a 20-30% discount coupon before they leave - high value, high churn risk."
U_00023,Free,West,544,34,0,0,0.0,0.0,4.369999999999999,0.0,9.875,-0.1142857142857143,0,0.0,,0,0.0,1,3,8,0.7183809,0.00023992683,"Grocery, Electronics, Fashion",0.135,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00024,Free,North,699,11,0,2,0.0,0.0,5.3275,6.85,13.75,0.057142857142857,0,0.0,,0,0.0,1,1,8,0.109436385,0.00027601127,"Grocery, Electronics, Fashion",0.13933333333333334,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00025,Free,North,727,69,0,0,0.0,49.83,7.658823529411764,0.0,18.11764705882353,-0.0666666666666666,2,24.915,Toys,0,25.01781292984869,1,1,7,0.31525183,25.831575,"Toys, Home, Electronics",0.3775,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00026,Free,West,524,67,0,0,0.0,0.0,2.19125,0.0,5.125,-0.1714285714285713,0,0.0,,1,0.0,1,3,8,0.9446214,0.0010959497,"Grocery, Electronics, Fashion",0.19866666666666666,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00027,Enterprise,East,-17,90,0,0,0.0,40.25,1.355,0.0,2.5,-7.850462293418875e-17,1,40.25,Fashion,1,489.7083333333333,0,0,3,0.89636004,495.5239,"Grocery, Electronics, Fashion",0.8096666666666666,RETENTION_OFFER,"Send a 20-30% discount coupon before they leave - high value, high churn risk."
U_00028,Pro,East,660,5,1,6,0.0,397.04,9.903846153846152,8.385,22.346153846153847,-0.0955882352941176,6,66.17333333333333,Toys,0,219.5751515151515,2,0,7,0.0038008238,219.40953,"Toys, Home, Electronics",0.6985,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00029,Enterprise,West,233,1,1,1,0.0,20.24,4.405555555555555,2.02,8.0,-0.0357142857142856,1,20.24,Fashion,1,31.70643776824034,0,3,3,0.752703,31.309416,"Grocery, Electronics, Fashion",0.40066666666666667,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00030,Free,East,171,75,0,0,0.0,0.0,2.442,0.0,5.0,-0.9999999999999998,0,0.0,,1,0.0,1,0,8,0.75299174,-0.004516566,"Grocery, Electronics, Fashion",0.004833333333333334,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00031,Pro,West,456,1,1,4,0.0,230.32,10.101071428571426,8.9,22.321428571428573,0.0017543859649122,6,38.38666666666666,Beauty,0,184.35701754385963,2,3,0,0.0030433512,181.19041,"Beauty, Grocery, Electronics",0.6693333333333333,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00032,Free,North,269,43,0,0,0.0,46.92,5.32,0.0,10.75,6.729156486047637e-17,2,23.46,Toys,0,63.66468401486989,1,1,7,0.48995706,65.806915,"Toys, Home, Electronics",0.5045,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00033,Free,West,786,36,0,0,0.0,0.0,2.4325,0.0,5.125,-2.751513687042919e-17,0,0.0,,1,0.0,1,3,8,0.8908539,-0.000127727,"Grocery, Electronics, Fashion",0.09591666666666666,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00034,Pro,West,789,42,0,0,0.0,36.5,7.727777777777778,0.0,16.666666666666668,-0.2000000000000001,1,36.5,Sports,0,16.88529784537389,2,3,6,0.46706516,16.882195,"Grocery, Electronics, Fashion",0.33516666666666667,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00035,Pro,West,633,3,2,7,21.42,361.34,9.766071428571426,8.9825,21.75,0.0637254901960784,5,72.268,Sports,0,208.3556082148499,2,3,6,0.0022827662,208.72748,"Sports, Beauty, Books",0.69,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00036,Enterprise,South,127,0,1,7,466.68,759.19,7.645714285714286,5.486666666666667,15.25,0.017156862745098,6,126.53166666666668,Grocery,0,2181.924015748032,0,2,4,0.0065116137,2258.678,"Grocery, Fashion, Home",0.9443333333333334,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00037,Pro,South,397,6,1,3,39.96,473.06000000000006,8.098181818181818,8.92,17.136363636363637,-0.0735294117647058,9,52.56222222222223,Fashion,0,434.9292191435769,2,2,3,0.005028609,429.14206,"Fashion, Sports, Beauty",0.7891666666666667,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00038,Free,South,518,1,2,7,28.98,81.11,11.51346153846154,11.406666666666666,26.15384615384616,0.017156862745098,4,20.2775,Beauty,0,57.15279922779923,1,2,0,0.0020748028,57.627827,"Beauty, Electronics, Home",0.48683333333333334,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00039,Pro,South,228,14,0,2,0.0,129.13,5.061428571428571,0.0,11.904761904761903,0.0454545454545454,2,64.565,Toys,0,206.72127192982447,2,2,7,0.26090547,195.66434,"Toys, Home, Electronics",0.6823333333333333,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00040,Free,North,369,10,0,3,0.0,43.12,10.946896551724135,9.76,23.310344827586206,0.0071428571428571,3,14.373333333333331,Sports,0,42.65257452574525,1,1,6,0.002903035,43.363087,"Sports, Home, Electronics",0.44633333333333336,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00041,Pro,East,533,15,0,2,0.0,199.12,8.411666666666667,0.0,18.444444444444443,-0.1048951048951049,3,66.37333333333333,Grocery,0,136.3579737335835,2,0,4,0.17883295,135.54681,"Grocery, Home, Electronics",0.6198333333333333,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00042,Pro,North,6,14,0,3,31.01,311.05,10.3141935483871,0.0,22.93548387096774,0.001470588235294,5,62.21,Books,0,3784.441666666667,2,1,1,0.039121512,3676.8862,"Books, Fashion, Beauty",0.967,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00043,Free,West,107,4,3,6,17.62,51.09,11.762083333333331,11.1025,26.83333333333333,0.041958041958042,3,17.03,Grocery,0,174.27897196261682,1,3,4,0.00082809216,173.82391,"Grocery, Home, Electronics",0.6621666666666667,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00044,Pro,North,592,125,0,0,93.32,195.77,8.505,0.0,19.75,-2.0083673326242144e-16,3,65.25666666666666,Grocery,1,120.70278716216217,2,1,4,0.8879356,120.05039,"Grocery, Home, Electronics",0.6006666666666667,RETENTION_OFFER,"Send a 20-30% discount coupon before they leave - high value, high churn risk."
U_00045,Enterprise,North,240,3,1,8,602.75,1786.3000000000002,10.316060606060606,10.565,22.60606060606061,-0.023735810113519,16,111.64375,Grocery,0,2716.6645833333337,0,1,4,0.0017168598,2628.866,"Grocery, Home, Electronics",0.9503333333333334,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00046,Free,South,293,13,0,5,0.0,28.99,5.657142857142857,3.95,12.333333333333334,0.0678571428571428,1,28.99,Fashion,0,36.113822525597264,1,2,3,0.11062318,36.70687,"Fashion, Electronics, Home",0.4226666666666667,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00047,Free,North,-80,2,2,8,0.0,70.35,10.515454545454547,10.1575,22.545454545454547,-0.0017543859649122,3,23.45,Home,0,855.925,1,1,5,0.0018951218,861.72546,"Grocery, Books, Toys",0.8728333333333333,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00048,Pro,North,75,2,1,3,0.0,89.72,6.834444444444444,5.275,14.88888888888889,0.010989010989011,3,29.906666666666663,Beauty,0,436.6373333333333,2,1,0,0.034831986,435.36282,"Beauty, Toys, Electronics",0.7906666666666666,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00049,Free,North,546,2,2,6,11.09,30.11,7.569166666666667,6.09,16.166666666666668,0.0474716202270381,2,15.055,Home,0,20.128479853479853,1,1,5,0.011534297,19.958607,"Grocery, Books, Toys",0.352,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00050,Free,North,-192,4,1,7,0.0,16.86,7.048076923076923,6.025,14.653846153846152,0.0147058823529412,1,16.86,Electronics,0,205.13,1,1,2,0.046679486,200.5276,"Books, Toys, Grocery",0.6845,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00051,Free,South,727,67,0,0,0.0,0.0,3.525,0.0,7.333333333333333,0.1999999999999999,0,0.0,,1,0.0,1,2,8,0.8780295,-3.3665117e-05,"Grocery, Electronics, Fashion",0.10583333333333333,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00052,Enterprise,East,407,7,0,3,356.99,469.3,6.38421052631579,5.59,13.578947368421051,2.457851120109313e-17,4,117.325,Home,0,420.87100737100735,0,0,5,0.021525916,423.05508,"Sports, Beauty, Home",0.7868333333333334,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00053,Pro,North,45,122,0,0,0.0,0.0,5.74,0.0,14.0,0.0,0,0.0,,1,0.0,2,1,8,0.91068906,0.0006607231,"Grocery, Electronics, Fashion",0.173,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00054,Pro,West,690,82,0,0,0.0,231.54,5.714,0.0,12.4,-0.1666666666666664,2,115.77,Toys,0,122.48130434782608,2,3,7,0.37511668,121.391716,"Toys, Home, Electronics",0.6026666666666667,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00055,Free,North,331,64,0,0,0.0,0.0,3.0122222222222224,0.0,6.111111111111111,0.2571428571428571,0,0.0,,1,0.0,1,1,8,0.9162207,0.0006687993,"Grocery, Electronics, Fashion",0.17383333333333334,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00056,Pro,East,811,1,1,3,19.54,19.54,5.326666666666666,5.25,12.555555555555555,-0.0219780219780219,1,19.54,Fashion,0,8.794204685573366,2,0,3,0.06287902,9.258821,"Grocery, Electronics, Fashion",0.2961666666666667,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00057,Enterprise,South,140,9,0,2,27.46,661.0900000000001,5.754375,3.88,12.1875,0.0175824175824175,7,94.4414285714286,Fashion,0,1723.5560714285718,0,2,3,0.020724157,1724.5217,"Sports, Fashion, Grocery",0.926,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00058,Pro,East,37,16,0,5,120.24,455.09,9.90967741935484,0.0,22.61290322580645,0.0416666666666666,6,75.84833333333334,Electronics,0,4489.401351351352,2,0,2,0.05849433,4520.8716,"Beauty, Fashion, Books",0.9755,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00059,Enterprise,East,242,142,0,0,0.0,521.33,3.11,0.0,7.0,0.0,3,173.77666666666667,Electronics,1,786.3035123966944,0,0,2,0.94289374,787.3994,"Beauty, Electronics, Books",0.8628333333333333,RETENTION_OFFER,"Send a 20-30% discount coupon before they leave - high value, high churn risk."
U_00060,Pro,East,-81,45,0,0,0.0,427.99,6.48875,0.0,14.25,0.0357142857142857,5,85.59799999999998,Fashion,1,5207.211666666666,2,0,3,0.7636093,5430.838,"Beauty, Sports, Fashion",0.9828333333333333,RETENTION_OFFER,"Send a 20-30% discount coupon before they leave - high value, high churn risk."
U_00061,Pro,East,518,3,1,1,0.0,0.0,0.4666666666666666,0.8,1.0,1.0276789547548595e-16,0,0.0,,1,0.0,2,0,8,0.87885714,0.0006582403,"Grocery, Electronics, Fashion",0.17266666666666666,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00062,Free,South,111,10,0,2,0.0,18.4,5.664666666666665,10.1,12.533333333333331,-0.0272727272727272,1,18.4,Beauty,1,60.5045045045045,1,2,0,0.07789975,63.45581,"Grocery, Electronics, Fashion",0.499,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00063,Free,South,219,2,1,1,0.0,0.0,1.647777777777778,0.3,3.4444444444444446,6.633138920230202e-17,0,0.0,,0,0.0,1,2,8,0.4001402,0.0021164068,"Grocery, Electronics, Fashion",0.25133333333333335,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00064,Free,South,234,1,3,9,16.21,16.21,7.356428571428572,8.190000000000001,15.5,-0.026470588235294,1,16.21,Beauty,0,25.28482905982906,1,2,0,0.0148442015,24.814425,"Grocery, Electronics, Fashion",0.37383333333333335,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00065,Free,North,366,8,0,6,16.74,16.74,8.863125,11.233333333333334,18.8125,0.1454545454545454,1,16.74,Toys,0,16.694262295081966,1,1,7,0.014224118,16.557976,"Toys, Home, Electronics",0.33216666666666667,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00066,Enterprise,West,-43,88,0,0,0.0,0.0,3.646,0.0,8.4,-0.5000000000000003,0,0.0,,1,0.0,0,3,8,0.8075478,0.0008328707,"Grocery, Electronics, Fashion",0.1855,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00067,Free,East,-155,9,0,4,0.0,51.83,6.998333333333334,7.343333333333334,15.416666666666666,0.1428571428571428,2,25.915,Beauty,0,630.5983333333334,1,0,0,0.028451517,631.8144,"Beauty, Electronics, Home",0.84,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00068,Free,East,347,85,0,0,0.0,15.76,1.7757142857142856,0.0,3.857142857142857,-0.1428571428571429,1,15.76,Books,1,16.577521613832854,1,0,1,0.89713645,16.651226,"Grocery, Electronics, Fashion",0.3338333333333333,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00069,Free,North,145,56,0,0,0.0,84.80000000000001,8.181333333333333,0.0,18.4,0.1547619047619047,2,42.400000000000006,Beauty,1,213.4620689655173,1,1,0,0.734435,211.35182,"Toys, Home, Electronics",0.6921666666666667,RETENTION_OFFER,"Send a 20-30% discount coupon before they leave - high value, high churn risk."
U_00070,Free,South,788,2,3,6,0.0,58.3,10.523500000000002,11.405,23.05,0.0323529411764706,2,29.15,Books,0,27.004441624365487,1,2,1,0.0013511003,26.733522,"Toys, Books, Home",0.38183333333333336,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00071,Enterprise,West,105,0,2,4,199.51,581.45,6.731428571428572,8.545,15.285714285714286,0.0269607843137254,10,58.145,Beauty,0,2021.2309523809524,0,3,0,0.0070571094,2041.8756,"Beauty, Fashion, Electronics",0.938,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00072,Pro,East,163,5,1,2,90.47,206.49,3.5475,3.72,7.75,-0.0272727272727271,3,68.83,Beauty,0,462.3855828220859,2,0,0,0.064590685,472.58017,"Beauty, Electronics, Books",0.8018333333333333,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00073,Pro,North,-206,36,0,0,0.0,0.0,2.333333333333333,0.0,5.666666666666667,0.9999999999999998,0,0.0,,1,0.0,2,1,8,0.88405836,0.003855202,"Grocery, Electronics, Fashion",0.26416666666666666,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00074,Enterprise,West,-24,1,1,3,583.49,712.9200000000001,8.806818181818182,10.05,18.818181818181817,-0.1107142857142856,5,142.584,Beauty,0,7040.131324358977,0,3,0,0.007935903,6998.158,"Beauty, Electronics, Home",0.9928333333333333,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00075,Free,East,549,2,2,9,0.0,55.71,10.10851851851852,11.148,22.07407407407408,0.1071428571428571,1,55.71,Grocery,0,37.03852459016394,1,0,4,0.0018296822,35.89704,"Grocery, Electronics, Fashion",0.419,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00076,Enterprise,West,441,19,0,4,0.0,781.94,9.26,0.0,19.2,0.0197802197802197,8,97.7425,Grocery,1,647.1839002267575,0,3,4,0.6391435,630.265,"Grocery, Home, Electronics",0.8391666666666666,RETENTION_OFFER,"Send a 20-30% discount coupon before they leave - high value, high churn risk."
U_00077,Free,South,140,7,0,1,0.0,0.0,3.74,5.02,7.5,6.729156486047637e-17,0,0.0,,0,0.0,1,2,8,0.3122582,0.0052154292,"Grocery, Electronics, Fashion",0.2693333333333333,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00078,Pro,North,828,56,0,0,0.0,42.19,3.367777777777778,0.0,6.777777777777778,5.664759402336449e-18,1,42.19,Home,1,18.59824879227053,2,1,5,0.80406487,18.012365,"Grocery, Electronics, Fashion",0.3408333333333333,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00079,Free,South,360,27,0,1,0.0,60.56999999999999,4.304285714285714,0.0,9.142857142857142,0.0164835164835165,2,30.285,Toys,0,61.41125,1,2,7,0.6558028,58.675728,"Toys, Home, Electronics",0.4895,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00080,Pro,East,673,1,1,4,24.49,131.11,3.655384615384615,1.05,8.76923076923077,0.0181818181818181,3,43.70333333333334,Toys,0,71.10720653789005,2,0,7,0.124425635,70.03909,"Toys, Home, Electronics",0.518,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00081,Free,North,728,7,0,6,0.0,28.87,9.153,11.31,19.9,-0.0465686274509803,1,28.87,Fashion,0,14.474656593406594,1,1,3,0.007403175,14.552312,"Grocery, Electronics, Fashion",0.324,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00082,Free,South,790,4,1,2,28.37,107.96,9.0535,10.11,19.05,0.0489510489510489,3,35.98666666666667,Fashion,0,49.88025316455697,1,2,3,0.008953372,51.241405,"Fashion, Electronics, Home",0.4681666666666667,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00083,Pro,South,34,4,1,1,102.68,102.68,6.717142857142858,5.78,15.071428571428571,4.907883631361786e-17,1,102.68,Beauty,0,1102.3,2,2,0,0.05399488,1186.4384,"Beauty, Electronics, Home",0.8975,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00084,Free,South,715,1,2,6,0.0,35.22,5.920555555555556,8.477500000000001,13.5,0.0636363636363636,2,17.61,Sports,0,17.979440559440558,1,2,6,0.008171624,17.811758,"Sports, Home, Electronics",0.3398333333333333,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00085,Enterprise,East,589,2,2,6,300.56,991.51,7.287000000000002,5.28,15.2,0.0879120879120879,7,141.6442857142857,Beauty,0,614.4331918505942,0,0,0,0.0043529235,602.65607,"Beauty, Toys, Electronics",0.8355,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00086,Pro,South,436,64,0,0,0.0,0.0,1.98,0.0,5.0,-7.850462293418875e-17,0,0.0,,1,0.0,2,2,8,0.91999626,-0.00012227878,"Grocery, Electronics, Fashion",0.09675,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00087,Pro,West,-76,98,0,0,0.0,0.0,5.484,0.0,11.2,0.1714285714285711,0,0.0,,1,0.0,2,3,8,0.66328824,0.000950635,"Grocery, Electronics, Fashion",0.19166666666666668,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
U_00088,Free,South,767,6,1,5,0.0,0.0,9.28057142857143,11.04,20.2,-0.0278637770897832,0,0.0,,0,0.0,1,2,8,0.0142929815,-0.00055833254,"Grocery, Electronics, Fashion",0.057833333333333334,STANDARD_NEWSLETTER,No urgent action - continue standard lifecycle messaging.
U_00089,Pro,North,374,3,1,3,0.0,282.78,7.589565217391305,5.18,16.043478260869566,0.0098039215686275,4,70.695,Home,0,275.97513368983954,2,1,5,0.036841333,270.3176,"Grocery, Home, Electronics",0.7291666666666666,UPSELL,Recommend Premium tier / bundle - engaged and high value.
U_00090,Free,North,267,28,0,1,0.0,47.2,3.3462500000000004,0.0,8.125,0.2999999999999999,2,23.6,Home,1,64.52434456928839,1,1,5,0.8220258,65.050316,"Sports, Home, Electronics",0.5035,LOW_COST_NURTURE,"Send an automated re-engagement email - at risk but low value, don't over-invest."
